MEMID,ED5A
002012006,PRIMARY
002012007,
002013001,LOWER SECONDARY
002013002,PRIMARY
002014001,
002014002,UPPER SECONDARY
002014003,UPPER SECONDARY
002014004,UPPER SECONDARY
002014005,PRIMARY
002015001,UPPER SECONDARY
002015002,VOCATIONAL HIGH SCHOOL
002015003,UNIVERSITY/COLLEGE/HIGHER
002015004,UNIVERSITY/COLLEGE/HIGHER
002015005,
002015006,
002016001,UNIVERSITY/COLLEGE/HIGHER
002016002,UPPER SECONDARY
002016003,VOCATIONAL HIGH SCHOOL
002017001,LOWER SECONDARY
002017002,LOWER SECONDARY
002017003,UPPER SECONDARY
002017004,UPPER SECONDARY
002017005,UPPER SECONDARY
002017006,PRIMARY
002017007,
002018001,VOCATIONAL HIGH SCHOOL
002018002,UPPER SECONDARY
002018003,UNIVERSITY/COLLEGE/HIGHER
002018004,UNIVERSITY/COLLEGE/HIGHER
002018005,ECE
002018006,
002019001,LOWER SECONDARY
002020001,LOWER SECONDARY
002020002,PRIMARY
003003001,UNIVERSITY/COLLEGE/HIGHER
003003002,UNIVERSITY/COLLEGE/HIGHER
003003003,UPPER SECONDARY
003003004,LOWER SECONDARY
003004001,LOWER SECONDARY
003004002,UPPER SECONDARY
003004003,UPPER SECONDARY
003005001,UNIVERSITY/COLLEGE/HIGHER
003005002,UNIVERSITY/COLLEGE/HIGHER
003005003,UNIVERSITY/COLLEGE/HIGHER
003005004,UNIVERSITY/COLLEGE/HIGHER
003006001,UPPER SECONDARY
003006002,UPPER SECONDARY
003007001,UNIVERSITY/COLLEGE/HIGHER
003008001,UPPER SECONDARY
003008002,UNIVERSITY/COLLEGE/HIGHER
003009001,UNIVERSITY/COLLEGE/HIGHER
003009002,UNIVERSITY/COLLEGE/HIGHER
003010001,UPPER SECONDARY
003010002,UPPER SECONDARY
003010003,UNIVERSITY/COLLEGE/HIGHER
003010004,UNIVERSITY/COLLEGE/HIGHER
003010005,UNIVERSITY/COLLEGE/HIGHER
003010006,PRIMARY
003010007,PRIMARY
003011001,UNIVERSITY/COLLEGE/HIGHER
003011002,UNIVERSITY/COLLEGE/HIGHER
003011003,ECE
003011004,
003011005,UNIVERSITY/COLLEGE/HIGHER
003011006,UNIVERSITY/COLLEGE/HIGHER
003011007,PRIMARY
003011008,PRIMARY
003012001,UPPER SECONDARY
003012002,UPPER SECONDARY
003012003,UPPER SECONDARY
003012004,ECE
003013001,PRIMARY
003013002,LOWER SECONDARY
003013003,UPPER SECONDARY
003013004,UPPER SECONDARY
003014001,UPPER SECONDARY
003015001,PRIMARY
003015002,UPPER SECONDARY
003015003,UNIVERSITY/COLLEGE/HIGHER
003015004,UNIVERSITY/COLLEGE/HIGHER
003015005,UNIVERSITY/COLLEGE/HIGHER
003016001,LOWER SECONDARY
003016002,LOWER SECONDARY
003016003,UNIVERSITY/COLLEGE/HIGHER
003016004,UPPER SECONDARY
003016005,PRIMARY
003016006,UPPER SECONDARY
003017001,UPPER SECONDARY
003017002,UNIVERSITY/COLLEGE/HIGHER
003018001,UNIVERSITY/COLLEGE/HIGHER
003018002,VOCATIONAL HIGH SCHOOL
003018003,UPPER SECONDARY
003018004,LOWER SECONDARY
003018005,PRIMARY
003019001,UNIVERSITY/COLLEGE/HIGHER
003019002,UNIVERSITY/COLLEGE/HIGHER
003019003,UPPER SECONDARY
003019004,PRIMARY
004001001,VOCATIONAL HIGH SCHOOL
004001002,UNIVERSITY/COLLEGE/HIGHER
004001003,LOWER SECONDARY
004002001,UPPER SECONDARY
004002002,UPPER SECONDARY
004003001,VOCATIONAL HIGH SCHOOL
004003002,VOCATIONAL HIGH SCHOOL
004003003,LOWER SECONDARY
004003004,PRIMARY
004004001,UPPER SECONDARY
004004002,UNIVERSITY/COLLEGE/HIGHER
004004003,UNIVERSITY/COLLEGE/HIGHER
004004004,
004005001,UNIVERSITY/COLLEGE/HIGHER
004005002,UNIVERSITY/COLLEGE/HIGHER
004005003,UNIVERSITY/COLLEGE/HIGHER
004005004,UNIVERSITY/COLLEGE/HIGHER
004006001,UNIVERSITY/COLLEGE/HIGHER
004006002,VOCATIONAL HIGH SCHOOL
004006003,ECE
004006004,
004007001,UPPER SECONDARY
004007002,
004008001,UNIVERSITY/COLLEGE/HIGHER
004008002,VOCATIONAL HIGH SCHOOL
004008003,UNIVERSITY/COLLEGE/HIGHER
004008004,UPPER SECONDARY
004008005,PRIMARY
004008006,
004009001,VOCATIONAL HIGH SCHOOL
004009002,LOWER SECONDARY
004009003,UNIVERSITY/COLLEGE/HIGHER
004009004,UNIVERSITY/COLLEGE/HIGHER
004009005,UNIVERSITY/COLLEGE/HIGHER
004009006,PRIMARY
004009007,
004010001,LOWER SECONDARY
004010002,UPPER SECONDARY
004010003,UNIVERSITY/COLLEGE/HIGHER
004012001,UPPER SECONDARY
004012002,UPPER SECONDARY
004012003,UNIVERSITY/COLLEGE/HIGHER
004014001,UNIVERSITY/COLLEGE/HIGHER
004014002,UPPER SECONDARY
004014003,UNIVERSITY/COLLEGE/HIGHER
004015001,UPPER SECONDARY
004015002,UNIVERSITY/COLLEGE/HIGHER
004015003,UNIVERSITY/COLLEGE/HIGHER
004015004,UNIVERSITY/COLLEGE/HIGHER
004015005,ECE
004016001,UNIVERSITY/COLLEGE/HIGHER
004016002,UNIVERSITY/COLLEGE/HIGHER
004016003,LOWER SECONDARY
004016004,LOWER SECONDARY
004016005,ECE
004017001,UNIVERSITY/COLLEGE/HIGHER
004017002,UNIVERSITY/COLLEGE/HIGHER
004017003,LOWER SECONDARY
004017004,PRIMARY
004019001,UNIVERSITY/COLLEGE/HIGHER
004019002,UNIVERSITY/COLLEGE/HIGHER
004019003,UNIVERSITY/COLLEGE/HIGHER
004019004,LOWER SECONDARY
004019005,PRIMARY
004020001,UNIVERSITY/COLLEGE/HIGHER
004020002,UNIVERSITY/COLLEGE/HIGHER
004020003,PRIMARY
004020004,ECE
005001001,UNIVERSITY/COLLEGE/HIGHER
005001002,UPPER SECONDARY
005002001,UNIVERSITY/COLLEGE/HIGHER
005002002,UNIVERSITY/COLLEGE/HIGHER
005002003,UPPER SECONDARY
005002004,
005002005,
005002006,LOWER SECONDARY
005003001,UNIVERSITY/COLLEGE/HIGHER
005003002,VOCATIONAL HIGH SCHOOL
005005001,UNIVERSITY/COLLEGE/HIGHER
005005002,UNIVERSITY/COLLEGE/HIGHER
005005003,UNIVERSITY/COLLEGE/HIGHER
005005004,UNIVERSITY/COLLEGE/HIGHER
005005005,UNIVERSITY/COLLEGE/HIGHER
005008001,UNIVERSITY/COLLEGE/HIGHER
005008002,UNIVERSITY/COLLEGE/HIGHER
005009001,UNIVERSITY/COLLEGE/HIGHER
005009002,UNIVERSITY/COLLEGE/HIGHER
005009003,UPPER SECONDARY
005009004,LOWER SECONDARY
005009005,LOWER SECONDARY
005009006,PRIMARY
005010001,UNIVERSITY/COLLEGE/HIGHER
005010002,UNIVERSITY/COLLEGE/HIGHER
005010003,UNIVERSITY/COLLEGE/HIGHER
005010004,UPPER SECONDARY
005010005,UPPER SECONDARY
005010006,LOWER SECONDARY
005011001,UNIVERSITY/COLLEGE/HIGHER
005011002,UNIVERSITY/COLLEGE/HIGHER
005011003,UNIVERSITY/COLLEGE/HIGHER
005013001,LOWER SECONDARY
005013002,UNIVERSITY/COLLEGE/HIGHER
005013003,UNIVERSITY/COLLEGE/HIGHER
005013004,UNIVERSITY/COLLEGE/HIGHER
005013005,UNIVERSITY/COLLEGE/HIGHER
005013006,
005014001,UNIVERSITY/COLLEGE/HIGHER
005014002,UNIVERSITY/COLLEGE/HIGHER
005014003,LOWER SECONDARY
005014004,PRIMARY
005016001,UNIVERSITY/COLLEGE/HIGHER
005016002,UNIVERSITY/COLLEGE/HIGHER
005016003,LOWER SECONDARY
005016004,PRIMARY
005018001,UPPER SECONDARY
005018002,UNIVERSITY/COLLEGE/HIGHER
005018003,LOWER SECONDARY
005018004,PRIMARY
005018005,
005019001,UNIVERSITY/COLLEGE/HIGHER
005019002,UNIVERSITY/COLLEGE/HIGHER
005019003,PRIMARY
005019004,PRIMARY
005020001,LOWER SECONDARY
005020002,VOCATIONAL HIGH SCHOOL
005020003,UNIVERSITY/COLLEGE/HIGHER
005020004,UNIVERSITY/COLLEGE/HIGHER
005020005,LOWER SECONDARY
005020006,PRIMARY
005020007,ECE
006001001,UPPER SECONDARY
006001002,LOWER SECONDARY
006001003,UPPER SECONDARY
006001004,UNIVERSITY/COLLEGE/HIGHER
006001005,
006001006,LOWER SECONDARY
006002001,UNIVERSITY/COLLEGE/HIGHER
006002002,UPPER SECONDARY
006003001,UNIVERSITY/COLLEGE/HIGHER
006003002,UNIVERSITY/COLLEGE/HIGHER
006003003,ECE
006003004,
006004001,LOWER SECONDARY
006004002,UPPER SECONDARY
006004003,UNIVERSITY/COLLEGE/HIGHER
006004004,UNIVERSITY/COLLEGE/HIGHER
006004005,LOWER SECONDARY
006004006,PRIMARY
006005001,UNIVERSITY/COLLEGE/HIGHER
006005002,UNIVERSITY/COLLEGE/HIGHER
006005003,PRIMARY
006005004,ECE
006006001,PRIMARY
006006002,LOWER SECONDARY
006007001,UPPER SECONDARY
006007002,UNIVERSITY/COLLEGE/HIGHER
006007003,UNIVERSITY/COLLEGE/HIGHER
006008001,UNIVERSITY/COLLEGE/HIGHER
006008002,UNIVERSITY/COLLEGE/HIGHER
006008003,UPPER SECONDARY
006008004,LOWER SECONDARY
006009001,UPPER SECONDARY
006009002,VOCATIONAL HIGH SCHOOL
006010001,UNIVERSITY/COLLEGE/HIGHER
006010002,UNIVERSITY/COLLEGE/HIGHER
006010003,ECE
006010004,
006011001,UNIVERSITY/COLLEGE/HIGHER
006011002,UNIVERSITY/COLLEGE/HIGHER
006011003,UPPER SECONDARY
006012001,UNIVERSITY/COLLEGE/HIGHER
006012002,UNIVERSITY/COLLEGE/HIGHER
006013001,UPPER SECONDARY
006013002,UPPER SECONDARY
006013003,UNIVERSITY/COLLEGE/HIGHER
006013004,UNIVERSITY/COLLEGE/HIGHER
006014001,UPPER SECONDARY
006014002,LOWER SECONDARY
006014003,UNIVERSITY/COLLEGE/HIGHER
006014004,UNIVERSITY/COLLEGE/HIGHER
006014005,PRIMARY
006014006,ECE
006015001,UNIVERSITY/COLLEGE/HIGHER
006015002,UNIVERSITY/COLLEGE/HIGHER
006015003,UNIVERSITY/COLLEGE/HIGHER
006015004,UNIVERSITY/COLLEGE/HIGHER
006015005,
006016001,UPPER SECONDARY
006016002,LOWER SECONDARY
006016003,UNIVERSITY/COLLEGE/HIGHER
006017001,UPPER SECONDARY
006017002,UPPER SECONDARY
006017003,UNIVERSITY/COLLEGE/HIGHER
006017004,UPPER SECONDARY
006018001,LOWER SECONDARY
006018002,LOWER SECONDARY
006018003,UPPER SECONDARY
006018004,UNIVERSITY/COLLEGE/HIGHER
006018005,PRIMARY
006018006,ECE
006019001,UPPER SECONDARY
006019002,LOWER SECONDARY
006019003,LOWER SECONDARY
006019004,UNIVERSITY/COLLEGE/HIGHER
006019005,LOWER SECONDARY
007001001,UPPER SECONDARY
007001002,UPPER SECONDARY
007001003,UPPER SECONDARY
007001004,UPPER SECONDARY
007002001,LOWER SECONDARY
007002002,UPPER SECONDARY
007002003,UNIVERSITY/COLLEGE/HIGHER
007002004,UNIVERSITY/COLLEGE/HIGHER
007002005,UNIVERSITY/COLLEGE/HIGHER
007002006,PRIMARY
007002007,ECE
007003001,LOWER SECONDARY
007003002,LOWER SECONDARY
007003003,LOWER SECONDARY
007003004,UPPER SECONDARY
007003005,UPPER SECONDARY
007003006,UNIVERSITY/COLLEGE/HIGHER
007003007,
007004001,UPPER SECONDARY
007004002,UPPER SECONDARY
007004003,UNIVERSITY/COLLEGE/HIGHER
007004004,LOWER SECONDARY
007004005,PRIMARY
007005001,UPPER SECONDARY
007005002,LOWER SECONDARY
007005003,UPPER SECONDARY
007005004,LOWER SECONDARY
007006001,PRIMARY
007006002,PRIMARY
007006003,LOWER SECONDARY
007006004,LOWER SECONDARY
007006005,UNIVERSITY/COLLEGE/HIGHER
007007001,UNIVERSITY/COLLEGE/HIGHER
007007002,UNIVERSITY/COLLEGE/HIGHER
007008001,VOCATIONAL HIGH SCHOOL
007008002,UPPER SECONDARY
007008003,UPPER SECONDARY
007008004,LOWER SECONDARY
007009001,LOWER SECONDARY
007010001,UPPER SECONDARY
007010002,UPPER SECONDARY
007010003,LOWER SECONDARY
007010004,PRIMARY
007011001,LOWER SECONDARY
007011002,PRIMARY
007012001,VOCATIONAL HIGH SCHOOL
007012002,UPPER SECONDARY
007012003,UPPER SECONDARY
007012004,LOWER SECONDARY
007013001,LOWER SECONDARY
007013002,UPPER SECONDARY
007013003,LOWER SECONDARY
007013004,PRIMARY
007014001,UNIVERSITY/COLLEGE/HIGHER
007014002,UNIVERSITY/COLLEGE/HIGHER
007014003,LOWER SECONDARY
007014004,ECE
007015001,UPPER SECONDARY
007015002,UPPER SECONDARY
007015003,UNIVERSITY/COLLEGE/HIGHER
007015004,UNIVERSITY/COLLEGE/HIGHER
007015005,UPPER SECONDARY
007017001,UNIVERSITY/COLLEGE/HIGHER
007017002,UPPER SECONDARY
007017003,UNIVERSITY/COLLEGE/HIGHER
007017004,UNIVERSITY/COLLEGE/HIGHER
007018001,UNIVERSITY/COLLEGE/HIGHER
007018002,UNIVERSITY/COLLEGE/HIGHER
007018003,
007019001,VOCATIONAL HIGH SCHOOL
007019002,VOCATIONAL HIGH SCHOOL
007019003,UNIVERSITY/COLLEGE/HIGHER
007019004,UNIVERSITY/COLLEGE/HIGHER
007019005,PRIMARY
007019006,ECE
008001001,UNIVERSITY/COLLEGE/HIGHER
008001002,UNIVERSITY/COLLEGE/HIGHER
008001003,UNIVERSITY/COLLEGE/HIGHER
008001004,PRIMARY
008003001,UNIVERSITY/COLLEGE/HIGHER
008003002,UNIVERSITY/COLLEGE/HIGHER
008003003,LOWER SECONDARY
008003004,PRIMARY
008004001,UNIVERSITY/COLLEGE/HIGHER
008004002,UNIVERSITY/COLLEGE/HIGHER
008004003,PRIMARY
008004004,PRIMARY
008005001,UNIVERSITY/COLLEGE/HIGHER
008005002,UNIVERSITY/COLLEGE/HIGHER
008005003,
008005004,
008006001,UNIVERSITY/COLLEGE/HIGHER
008006002,UNIVERSITY/COLLEGE/HIGHER
008006003,PRIMARY
008006004,ECE
008008001,UNIVERSITY/COLLEGE/HIGHER
008008002,UNIVERSITY/COLLEGE/HIGHER
008009001,UNIVERSITY/COLLEGE/HIGHER
008009002,UNIVERSITY/COLLEGE/HIGHER
008009003,UNIVERSITY/COLLEGE/HIGHER
008009004,ECE
008010001,UNIVERSITY/COLLEGE/HIGHER
008010002,UNIVERSITY/COLLEGE/HIGHER
008010003,UNIVERSITY/COLLEGE/HIGHER
008010004,VOCATIONAL HIGH SCHOOL
008010005,PRIMARY
008010006,
008011001,UPPER SECONDARY
008011002,UPPER SECONDARY
008011003,UNIVERSITY/COLLEGE/HIGHER
008012001,UNIVERSITY/COLLEGE/HIGHER
008012002,UNIVERSITY/COLLEGE/HIGHER
008012003,LOWER SECONDARY
008012004,PRIMARY
008013001,UNIVERSITY/COLLEGE/HIGHER
008013002,UNIVERSITY/COLLEGE/HIGHER
008013003,PRIMARY
008013004,ECE
008013005,
008013006,
008013007,UNIVERSITY/COLLEGE/HIGHER
008014001,UNIVERSITY/COLLEGE/HIGHER
008014002,UNIVERSITY/COLLEGE/HIGHER
008014003,UNIVERSITY/COLLEGE/HIGHER
008015001,UNIVERSITY/COLLEGE/HIGHER
008015002,UNIVERSITY/COLLEGE/HIGHER
008016001,UNIVERSITY/COLLEGE/HIGHER
008016002,UNIVERSITY/COLLEGE/HIGHER
008016003,PRIMARY
008016004,PRIMARY
008018001,UNIVERSITY/COLLEGE/HIGHER
008018002,UNIVERSITY/COLLEGE/HIGHER
008018003,UNIVERSITY/COLLEGE/HIGHER
008018004,PRIMARY
008019001,UNIVERSITY/COLLEGE/HIGHER
008019002,UNIVERSITY/COLLEGE/HIGHER
008019003,LOWER SECONDARY
008019004,PRIMARY
008019005,
008019006,LOWER SECONDARY
009001001,UNIVERSITY/COLLEGE/HIGHER
009001002,UNIVERSITY/COLLEGE/HIGHER
009001003,LOWER SECONDARY
009001004,PRIMARY
009001005,
009002001,UNIVERSITY/COLLEGE/HIGHER
009002002,UNIVERSITY/COLLEGE/HIGHER
009002003,LOWER SECONDARY
009002004,PRIMARY
009004001,UNIVERSITY/COLLEGE/HIGHER
009004002,UNIVERSITY/COLLEGE/HIGHER
009004003,PRIMARY
009004004,ECE
009005001,UNIVERSITY/COLLEGE/HIGHER
009005002,UNIVERSITY/COLLEGE/HIGHER
009006001,UNIVERSITY/COLLEGE/HIGHER
009006002,UNIVERSITY/COLLEGE/HIGHER
009006003,PRIMARY
009006004,PRIMARY
009007001,UNIVERSITY/COLLEGE/HIGHER
009007002,UNIVERSITY/COLLEGE/HIGHER
009007003,PRIMARY
009007004,PRIMARY
009008001,UNIVERSITY/COLLEGE/HIGHER
009008002,UNIVERSITY/COLLEGE/HIGHER
009008003,ECE
009008004,
009008005,UPPER SECONDARY
009009001,UNIVERSITY/COLLEGE/HIGHER
009009002,UNIVERSITY/COLLEGE/HIGHER
009009003,PRIMARY
009009004,ECE
009009005,
009011001,UNIVERSITY/COLLEGE/HIGHER
009011002,UNIVERSITY/COLLEGE/HIGHER
009011003,LOWER SECONDARY
009011004,PRIMARY
009011005,
009011006,LOWER SECONDARY
009012001,UNIVERSITY/COLLEGE/HIGHER
009012002,UNIVERSITY/COLLEGE/HIGHER
009012003,LOWER SECONDARY
009012004,PRIMARY
009013001,UNIVERSITY/COLLEGE/HIGHER
009013002,UNIVERSITY/COLLEGE/HIGHER
009013003,UNIVERSITY/COLLEGE/HIGHER
009013004,LOWER SECONDARY
009014001,UPPER SECONDARY
009014002,UNIVERSITY/COLLEGE/HIGHER
009014003,UNIVERSITY/COLLEGE/HIGHER
009014004,PRIMARY
009014005,LOWER SECONDARY
009015001,UNIVERSITY/COLLEGE/HIGHER
009015002,UNIVERSITY/COLLEGE/HIGHER
009015003,PRIMARY
009015004,PRIMARY
009016001,UNIVERSITY/COLLEGE/HIGHER
009016002,UNIVERSITY/COLLEGE/HIGHER
009016003,ECE
009016004,ECE
009016005,
009017001,UNIVERSITY/COLLEGE/HIGHER
009017002,UNIVERSITY/COLLEGE/HIGHER
009017003,LOWER SECONDARY
009017004,PRIMARY
009017005,
009019001,UNIVERSITY/COLLEGE/HIGHER
009019002,UNIVERSITY/COLLEGE/HIGHER
009019003,PRIMARY
010001001,UNIVERSITY/COLLEGE/HIGHER
010001002,UNIVERSITY/COLLEGE/HIGHER
010001003,UNIVERSITY/COLLEGE/HIGHER
010001004,UPPER SECONDARY
010002001,UPPER SECONDARY
010002002,UPPER SECONDARY
010002003,UNIVERSITY/COLLEGE/HIGHER
010003001,VOCATIONAL HIGH SCHOOL
010003002,UPPER SECONDARY
010003003,UNIVERSITY/COLLEGE/HIGHER
010004001,UPPER SECONDARY
010004002,UPPER SECONDARY
010004003,UNIVERSITY/COLLEGE/HIGHER
010004004,UNIVERSITY/COLLEGE/HIGHER
010005001,UPPER SECONDARY
010005002,UNIVERSITY/COLLEGE/HIGHER
010005003,UNIVERSITY/COLLEGE/HIGHER
010005004,UNIVERSITY/COLLEGE/HIGHER
010005005,
010006001,UNIVERSITY/COLLEGE/HIGHER
010006002,UNIVERSITY/COLLEGE/HIGHER
010006003,UNIVERSITY/COLLEGE/HIGHER
010006004,PRIMARY
010006005,PRIMARY
010007001,UNIVERSITY/COLLEGE/HIGHER
010007002,UNIVERSITY/COLLEGE/HIGHER
010007003,UNIVERSITY/COLLEGE/HIGHER
010008001,UNIVERSITY/COLLEGE/HIGHER
010008002,UNIVERSITY/COLLEGE/HIGHER
010008003,UNIVERSITY/COLLEGE/HIGHER
010009001,UNIVERSITY/COLLEGE/HIGHER
010009002,UPPER SECONDARY
010009003,UPPER SECONDARY
010010001,UNIVERSITY/COLLEGE/HIGHER
010010002,UNIVERSITY/COLLEGE/HIGHER
010010003,UNIVERSITY/COLLEGE/HIGHER
010010004,UNIVERSITY/COLLEGE/HIGHER
010011001,UNIVERSITY/COLLEGE/HIGHER
010011002,UNIVERSITY/COLLEGE/HIGHER
010011003,UNIVERSITY/COLLEGE/HIGHER
010011004,PRIMARY
010011005,PRIMARY
010012001,VOCATIONAL HIGH SCHOOL
010012002,UNIVERSITY/COLLEGE/HIGHER
010012003,UNIVERSITY/COLLEGE/HIGHER
010012004,LOWER SECONDARY
010012005,PRIMARY
010013001,UNIVERSITY/COLLEGE/HIGHER
010013002,UNIVERSITY/COLLEGE/HIGHER
010014001,UNIVERSITY/COLLEGE/HIGHER
010014002,UNIVERSITY/COLLEGE/HIGHER
010014003,LOWER SECONDARY
010014004,PRIMARY
010014005,VOCATIONAL HIGH SCHOOL
010015001,UNIVERSITY/COLLEGE/HIGHER
010015002,UNIVERSITY/COLLEGE/HIGHER
010016001,UNIVERSITY/COLLEGE/HIGHER
010016002,UNIVERSITY/COLLEGE/HIGHER
010016003,LOWER SECONDARY
010016004,PRIMARY
010017001,UPPER SECONDARY
010017002,UPPER SECONDARY
010017003,UNIVERSITY/COLLEGE/HIGHER
010018001,UNIVERSITY/COLLEGE/HIGHER
010018002,UNIVERSITY/COLLEGE/HIGHER
010019001,UNIVERSITY/COLLEGE/HIGHER
010020001,UNIVERSITY/COLLEGE/HIGHER
010020002,UNIVERSITY/COLLEGE/HIGHER
010020003,UNIVERSITY/COLLEGE/HIGHER
010020004,UNIVERSITY/COLLEGE/HIGHER
011001001,UPPER SECONDARY
011002001,UPPER SECONDARY
011002002,UPPER SECONDARY
011002003,UNIVERSITY/COLLEGE/HIGHER
011002004,LOWER SECONDARY
011002005,PRIMARY
011003001,PRIMARY
011003002,LOWER SECONDARY
011003003,LOWER SECONDARY
011003004,UPPER SECONDARY
011003005,
011004001,UNIVERSITY/COLLEGE/HIGHER
011004002,UNIVERSITY/COLLEGE/HIGHER
011004003,UNIVERSITY/COLLEGE/HIGHER
011004004,UNIVERSITY/COLLEGE/HIGHER
011004005,LOWER SECONDARY
011004006,PRIMARY
011005001,UNIVERSITY/COLLEGE/HIGHER
011005002,UNIVERSITY/COLLEGE/HIGHER
011005003,UNIVERSITY/COLLEGE/HIGHER
011005004,UNIVERSITY/COLLEGE/HIGHER
011005005,UPPER SECONDARY
011005006,LOWER SECONDARY
011006001,UNIVERSITY/COLLEGE/HIGHER
011006002,VOCATIONAL HIGH SCHOOL
011006003,VOCATIONAL HIGH SCHOOL
011007001,UNIVERSITY/COLLEGE/HIGHER
011007002,UNIVERSITY/COLLEGE/HIGHER
011007003,LOWER SECONDARY
011007004,LOWER SECONDARY
011007005,PRIMARY
011007006,UPPER SECONDARY
011008001,UNIVERSITY/COLLEGE/HIGHER
011008002,UNIVERSITY/COLLEGE/HIGHER
011009001,UNIVERSITY/COLLEGE/HIGHER
011009002,UPPER SECONDARY
011010001,UNIVERSITY/COLLEGE/HIGHER
011010002,UNIVERSITY/COLLEGE/HIGHER
011010003,UNIVERSITY/COLLEGE/HIGHER
011010004,
011011001,LOWER SECONDARY
011011002,UNIVERSITY/COLLEGE/HIGHER
011011003,UNIVERSITY/COLLEGE/HIGHER
011011004,PRIMARY
011011005,PRIMARY
011012001,UNIVERSITY/COLLEGE/HIGHER
011012002,UNIVERSITY/COLLEGE/HIGHER
011012003,LOWER SECONDARY
011012004,PRIMARY
011012005,
011012006,LOWER SECONDARY
011012007,LOWER SECONDARY
011015001,LOWER SECONDARY
011015002,UPPER SECONDARY
011015003,UNIVERSITY/COLLEGE/HIGHER
011016001,UPPER SECONDARY
011016002,UPPER SECONDARY
011016003,LOWER SECONDARY
011016004,PRIMARY
011016005,
011018001,LOWER SECONDARY
011018002,LOWER SECONDARY
011018003,UNIVERSITY/COLLEGE/HIGHER
011018004,PRIMARY
011018005,ECE
