HHID,ethnicity_hh
163019,
163020,"Tay, Thai, Muong, Nung"
164001,Kinh and Hoa
164002,"Tay, Thai, Muong, Nung"
164003,Kinh and Hoa
164004,Kinh and Hoa
164005,Kinh and Hoa
164006,Kinh and Hoa
164007,Kinh and Hoa
164008,Kinh and Hoa
164009,Kinh and Hoa
164010,Kinh and Hoa
164011,Kinh and Hoa
164012,Kinh and Hoa
164013,Kinh and Hoa
164014,"Tay, Thai, Muong, Nung"
164015,"Tay, Thai, Muong, Nung"
164016,Kinh and Hoa
164017,Kinh and Hoa
164018,Kinh and Hoa
164019,Kinh and Hoa
164020,
165001,"Tay, Thai, Muong, Nung"
165002,"Tay, Thai, Muong, Nung"
165003,"Tay, Thai, Muong, Nung"
165004,"Tay, Thai, Muong, Nung"
165005,"Tay, Thai, Muong, Nung"
165006,"Tay, Thai, Muong, Nung"
165007,"Tay, Thai, Muong, Nung"
165008,"Tay, Thai, Muong, Nung"
165009,"Tay, Thai, Muong, Nung"
165010,"Tay, Thai, Muong, Nung"
165011,"Tay, Thai, Muong, Nung"
165012,"Tay, Thai, Muong, Nung"
165013,"Tay, Thai, Muong, Nung"
165014,Kinh and Hoa
165015,"Tay, Thai, Muong, Nung"
165016,"Tay, Thai, Muong, Nung"
165017,"Tay, Thai, Muong, Nung"
165018,"Tay, Thai, Muong, Nung"
165019,"Tay, Thai, Muong, Nung"
165020,"Tay, Thai, Muong, Nung"
166001,Mong
166002,Mong
166003,Mong
166004,Mong
166005,Mong
166006,Mong
166007,Mong
166008,Mong
166009,Mong
166010,Mong
166011,Mong
166012,Mong
166013,Mong
166014,Mong
166015,Mong
166016,
166017,Mong
166018,Mong
166019,Mong
166020,Mong
167001,"Tay, Thai, Muong, Nung"
167002,"Tay, Thai, Muong, Nung"
167003,"Tay, Thai, Muong, Nung"
167004,"Tay, Thai, Muong, Nung"
167005,"Tay, Thai, Muong, Nung"
167006,"Tay, Thai, Muong, Nung"
167007,"Tay, Thai, Muong, Nung"
167008,"Tay, Thai, Muong, Nung"
167009,"Tay, Thai, Muong, Nung"
167010,"Tay, Thai, Muong, Nung"
167011,"Tay, Thai, Muong, Nung"
167012,"Tay, Thai, Muong, Nung"
167013,"Tay, Thai, Muong, Nung"
167014,"Tay, Thai, Muong, Nung"
167015,"Tay, Thai, Muong, Nung"
167016,"Tay, Thai, Muong, Nung"
167017,"Tay, Thai, Muong, Nung"
167018,"Tay, Thai, Muong, Nung"
167019,"Tay, Thai, Muong, Nung"
167020,"Tay, Thai, Muong, Nung"
168001,"Tay, Thai, Muong, Nung"
168002,"Tay, Thai, Muong, Nung"
168003,"Tay, Thai, Muong, Nung"
168004,"Tay, Thai, Muong, Nung"
168005,"Tay, Thai, Muong, Nung"
168006,"Tay, Thai, Muong, Nung"
168007,"Tay, Thai, Muong, Nung"
168008,"Tay, Thai, Muong, Nung"
168009,"Tay, Thai, Muong, Nung"
168010,
168011,"Tay, Thai, Muong, Nung"
168012,"Tay, Thai, Muong, Nung"
168013,"Tay, Thai, Muong, Nung"
168014,"Tay, Thai, Muong, Nung"
168015,"Tay, Thai, Muong, Nung"
168016,
168017,"Tay, Thai, Muong, Nung"
168018,"Tay, Thai, Muong, Nung"
168019,"Tay, Thai, Muong, Nung"
168020,"Tay, Thai, Muong, Nung"
169001,"Tay, Thai, Muong, Nung"
169002,"Tay, Thai, Muong, Nung"
169003,"Tay, Thai, Muong, Nung"
169004,
169005,"Tay, Thai, Muong, Nung"
169006,"Tay, Thai, Muong, Nung"
169007,"Tay, Thai, Muong, Nung"
169008,"Tay, Thai, Muong, Nung"
169009,"Tay, Thai, Muong, Nung"
169010,"Tay, Thai, Muong, Nung"
169011,"Tay, Thai, Muong, Nung"
169012,"Tay, Thai, Muong, Nung"
169013,"Tay, Thai, Muong, Nung"
169014,"Tay, Thai, Muong, Nung"
169015,"Tay, Thai, Muong, Nung"
169016,"Tay, Thai, Muong, Nung"
169017,"Tay, Thai, Muong, Nung"
169018,"Tay, Thai, Muong, Nung"
169019,"Tay, Thai, Muong, Nung"
169020,"Tay, Thai, Muong, Nung"
170001,Kinh and Hoa
170002,Kinh and Hoa
170003,Kinh and Hoa
170004,"Tay, Thai, Muong, Nung"
170005,Kinh and Hoa
170006,Kinh and Hoa
170007,Kinh and Hoa
170008,Kinh and Hoa
170009,Kinh and Hoa
170010,Kinh and Hoa
170011,Kinh and Hoa
170012,"Tay, Thai, Muong, Nung"
170013,Kinh and Hoa
170014,Kinh and Hoa
170015,Kinh and Hoa
170016,Kinh and Hoa
170017,Kinh and Hoa
170018,"Tay, Thai, Muong, Nung"
170019,Kinh and Hoa
170020,Kinh and Hoa
171001,"Tay, Thai, Muong, Nung"
171002,Kinh and Hoa
171003,Kinh and Hoa
171004,"Tay, Thai, Muong, Nung"
171005,"Tay, Thai, Muong, Nung"
171006,"Tay, Thai, Muong, Nung"
171007,"Tay, Thai, Muong, Nung"
171008,"Tay, Thai, Muong, Nung"
171009,"Tay, Thai, Muong, Nung"
171010,"Tay, Thai, Muong, Nung"
171011,"Tay, Thai, Muong, Nung"
171012,"Tay, Thai, Muong, Nung"
171013,"Tay, Thai, Muong, Nung"
171014,"Tay, Thai, Muong, Nung"
171015,"Tay, Thai, Muong, Nung"
171016,"Tay, Thai, Muong, Nung"
171017,"Tay, Thai, Muong, Nung"
171018,"Tay, Thai, Muong, Nung"
171019,"Tay, Thai, Muong, Nung"
171020,"Tay, Thai, Muong, Nung"
172001,Kinh and Hoa
172002,
172003,Other/Missing
172004,Other/Missing
172005,Kinh and Hoa
172006,Other/Missing
172007,Other/Missing
172008,Other/Missing
172009,Kinh and Hoa
172010,Kinh and Hoa
172011,Other/Missing
172012,Kinh and Hoa
172013,Other/Missing
172014,Other/Missing
172015,"Tay, Thai, Muong, Nung"
172016,Other/Missing
172017,Kinh and Hoa
172018,Other/Missing
172019,Other/Missing
172020,Other/Missing
173001,"Tay, Thai, Muong, Nung"
173002,"Tay, Thai, Muong, Nung"
173003,"Tay, Thai, Muong, Nung"
173004,Kinh and Hoa
173005,"Tay, Thai, Muong, Nung"
173006,"Tay, Thai, Muong, Nung"
173007,"Tay, Thai, Muong, Nung"
173008,"Tay, Thai, Muong, Nung"
173009,"Tay, Thai, Muong, Nung"
173010,"Tay, Thai, Muong, Nung"
173011,"Tay, Thai, Muong, Nung"
173012,"Tay, Thai, Muong, Nung"
173013,"Tay, Thai, Muong, Nung"
173014,"Tay, Thai, Muong, Nung"
173015,"Tay, Thai, Muong, Nung"
173016,"Tay, Thai, Muong, Nung"
173017,"Tay, Thai, Muong, Nung"
173018,"Tay, Thai, Muong, Nung"
173019,"Tay, Thai, Muong, Nung"
173020,"Tay, Thai, Muong, Nung"
174001,Kinh and Hoa
174002,Kinh and Hoa
174003,Kinh and Hoa
174004,Kinh and Hoa
174005,Kinh and Hoa
174006,Kinh and Hoa
174007,Kinh and Hoa
174008,Kinh and Hoa
174009,Kinh and Hoa
174010,Kinh and Hoa
174011,Kinh and Hoa
174012,Kinh and Hoa
174013,Kinh and Hoa
174014,Kinh and Hoa
174015,Kinh and Hoa
174016,Kinh and Hoa
174017,"Tay, Thai, Muong, Nung"
174018,Kinh and Hoa
174019,Kinh and Hoa
174020,Kinh and Hoa
175001,"Tay, Thai, Muong, Nung"
175002,"Tay, Thai, Muong, Nung"
175003,Kinh and Hoa
175004,"Tay, Thai, Muong, Nung"
175005,"Tay, Thai, Muong, Nung"
175006,Kinh and Hoa
175007,"Tay, Thai, Muong, Nung"
175008,"Tay, Thai, Muong, Nung"
175009,"Tay, Thai, Muong, Nung"
175010,"Tay, Thai, Muong, Nung"
175011,Kinh and Hoa
175012,"Tay, Thai, Muong, Nung"
175013,"Tay, Thai, Muong, Nung"
175014,"Tay, Thai, Muong, Nung"
175015,"Tay, Thai, Muong, Nung"
175016,"Tay, Thai, Muong, Nung"
175017,"Tay, Thai, Muong, Nung"
175018,"Tay, Thai, Muong, Nung"
175019,"Tay, Thai, Muong, Nung"
175020,"Tay, Thai, Muong, Nung"
176001,Kinh and Hoa
176002,Kinh and Hoa
176003,Kinh and Hoa
176004,Kinh and Hoa
176005,Kinh and Hoa
176006,Kinh and Hoa
176007,Kinh and Hoa
176008,Kinh and Hoa
176009,Kinh and Hoa
176010,Kinh and Hoa
176011,Kinh and Hoa
176012,Other/Missing
176013,Other/Missing
176014,Kinh and Hoa
176015,Kinh and Hoa
176016,Kinh and Hoa
176017,Kinh and Hoa
176018,Kinh and Hoa
176019,Kinh and Hoa
176020,Kinh and Hoa
177001,Kinh and Hoa
177002,Kinh and Hoa
177003,Kinh and Hoa
177004,Kinh and Hoa
177005,Kinh and Hoa
177006,Kinh and Hoa
177007,Kinh and Hoa
177008,Kinh and Hoa
177009,Kinh and Hoa
177010,Kinh and Hoa
177011,Kinh and Hoa
177012,Kinh and Hoa
177013,Kinh and Hoa
177014,Kinh and Hoa
177015,Kinh and Hoa
177016,Kinh and Hoa
177017,Kinh and Hoa
177018,Kinh and Hoa
177019,Kinh and Hoa
177020,Kinh and Hoa
178001,"Tay, Thai, Muong, Nung"
178002,"Tay, Thai, Muong, Nung"
178003,"Tay, Thai, Muong, Nung"
178004,"Tay, Thai, Muong, Nung"
178005,"Tay, Thai, Muong, Nung"
178006,"Tay, Thai, Muong, Nung"
178007,"Tay, Thai, Muong, Nung"
178008,"Tay, Thai, Muong, Nung"
178009,"Tay, Thai, Muong, Nung"
178010,"Tay, Thai, Muong, Nung"
178011,"Tay, Thai, Muong, Nung"
178012,Kinh and Hoa
178013,"Tay, Thai, Muong, Nung"
178014,"Tay, Thai, Muong, Nung"
178015,"Tay, Thai, Muong, Nung"
178016,"Tay, Thai, Muong, Nung"
178017,"Tay, Thai, Muong, Nung"
178018,"Tay, Thai, Muong, Nung"
178019,"Tay, Thai, Muong, Nung"
178020,"Tay, Thai, Muong, Nung"
179001,Other/Missing
179002,
179003,Other/Missing
179004,Other/Missing
179005,Other/Missing
179006,Other/Missing
179007,Other/Missing
179008,Other/Missing
179009,Other/Missing
179010,Other/Missing
179011,Other/Missing
179012,Other/Missing
179013,Other/Missing
179014,Other/Missing
179015,Other/Missing
179016,Other/Missing
179017,Other/Missing
179018,Other/Missing
179019,Other/Missing
179020,Other/Missing
180001,Kinh and Hoa
180002,Kinh and Hoa
180003,
180004,Kinh and Hoa
180005,Kinh and Hoa
180006,Other/Missing
180007,Kinh and Hoa
180008,Kinh and Hoa
180009,Kinh and Hoa
180010,Kinh and Hoa
180011,Kinh and Hoa
180012,Kinh and Hoa
180013,Kinh and Hoa
180014,Kinh and Hoa
180015,Other/Missing
180016,Other/Missing
180017,Other/Missing
180018,Kinh and Hoa
180019,Other/Missing
180020,Kinh and Hoa
181001,"Tay, Thai, Muong, Nung"
181002,"Tay, Thai, Muong, Nung"
181003,"Tay, Thai, Muong, Nung"
181004,"Tay, Thai, Muong, Nung"
181005,"Tay, Thai, Muong, Nung"
181006,"Tay, Thai, Muong, Nung"
181007,"Tay, Thai, Muong, Nung"
181008,"Tay, Thai, Muong, Nung"
181009,"Tay, Thai, Muong, Nung"
181010,"Tay, Thai, Muong, Nung"
181011,"Tay, Thai, Muong, Nung"
181012,"Tay, Thai, Muong, Nung"
181013,"Tay, Thai, Muong, Nung"
181014,"Tay, Thai, Muong, Nung"
181015,"Tay, Thai, Muong, Nung"
181016,"Tay, Thai, Muong, Nung"
181017,"Tay, Thai, Muong, Nung"
181018,"Tay, Thai, Muong, Nung"
181019,"Tay, Thai, Muong, Nung"
181020,"Tay, Thai, Muong, Nung"
182001,"Tay, Thai, Muong, Nung"
182002,"Tay, Thai, Muong, Nung"
182003,"Tay, Thai, Muong, Nung"
182004,"Tay, Thai, Muong, Nung"
182005,"Tay, Thai, Muong, Nung"
182006,"Tay, Thai, Muong, Nung"
182007,"Tay, Thai, Muong, Nung"
182008,"Tay, Thai, Muong, Nung"
182009,"Tay, Thai, Muong, Nung"
182010,"Tay, Thai, Muong, Nung"
182011,"Tay, Thai, Muong, Nung"
182012,"Tay, Thai, Muong, Nung"
182013,"Tay, Thai, Muong, Nung"
182014,"Tay, Thai, Muong, Nung"
182015,"Tay, Thai, Muong, Nung"
182016,"Tay, Thai, Muong, Nung"
182017,"Tay, Thai, Muong, Nung"
182018,"Tay, Thai, Muong, Nung"
182019,"Tay, Thai, Muong, Nung"
182020,"Tay, Thai, Muong, Nung"
183001,"Tay, Thai, Muong, Nung"
183002,"Tay, Thai, Muong, Nung"
183003,"Tay, Thai, Muong, Nung"
183004,"Tay, Thai, Muong, Nung"
183005,"Tay, Thai, Muong, Nung"
183006,"Tay, Thai, Muong, Nung"
183007,"Tay, Thai, Muong, Nung"
183008,"Tay, Thai, Muong, Nung"
183009,"Tay, Thai, Muong, Nung"
183010,"Tay, Thai, Muong, Nung"
183011,"Tay, Thai, Muong, Nung"
183012,"Tay, Thai, Muong, Nung"
183013,"Tay, Thai, Muong, Nung"
183014,"Tay, Thai, Muong, Nung"
183015,"Tay, Thai, Muong, Nung"
183016,"Tay, Thai, Muong, Nung"
183017,"Tay, Thai, Muong, Nung"
183018,"Tay, Thai, Muong, Nung"
183019,"Tay, Thai, Muong, Nung"
183020,"Tay, Thai, Muong, Nung"
184001,Kinh and Hoa
184002,Kinh and Hoa
184003,Kinh and Hoa
184004,Kinh and Hoa
184005,Kinh and Hoa
184006,Kinh and Hoa
184007,Kinh and Hoa
184008,Kinh and Hoa
184009,Kinh and Hoa
184010,Kinh and Hoa
184011,Kinh and Hoa
184012,Kinh and Hoa
184013,Kinh and Hoa
184014,Kinh and Hoa
184015,Kinh and Hoa
184016,Kinh and Hoa
184017,Kinh and Hoa
184018,Kinh and Hoa
184019,Kinh and Hoa
184020,Kinh and Hoa
185001,Kinh and Hoa
185002,Kinh and Hoa
185003,Kinh and Hoa
185004,Kinh and Hoa
185005,Kinh and Hoa
185006,Kinh and Hoa
185007,Kinh and Hoa
185008,Kinh and Hoa
185009,Kinh and Hoa
185010,Kinh and Hoa
185011,Kinh and Hoa
185012,Kinh and Hoa
185013,Kinh and Hoa
185014,Kinh and Hoa
185015,Kinh and Hoa
185016,Kinh and Hoa
185017,Kinh and Hoa
185018,Kinh and Hoa
185019,Kinh and Hoa
185020,
186001,Kinh and Hoa
186002,Kinh and Hoa
186003,
186004,Kinh and Hoa
186005,Kinh and Hoa
186006,Kinh and Hoa
186007,Kinh and Hoa
186008,Kinh and Hoa
186009,Kinh and Hoa
186010,Kinh and Hoa
186011,Kinh and Hoa
186012,Kinh and Hoa
186013,Kinh and Hoa
186014,Kinh and Hoa
186015,Kinh and Hoa
186016,Kinh and Hoa
186017,Kinh and Hoa
186018,Kinh and Hoa
186019,Kinh and Hoa
186020,Kinh and Hoa
187001,Kinh and Hoa
187002,Kinh and Hoa
187003,Kinh and Hoa
187004,Kinh and Hoa
187005,Kinh and Hoa
187006,Kinh and Hoa
187007,Kinh and Hoa
187008,Kinh and Hoa
187009,Kinh and Hoa
187010,Kinh and Hoa
187011,Kinh and Hoa
187012,Kinh and Hoa
187013,Kinh and Hoa
187014,Kinh and Hoa
187015,Kinh and Hoa
187016,Kinh and Hoa
187017,Kinh and Hoa
187018,Kinh and Hoa
187019,Kinh and Hoa
187020,Kinh and Hoa
188001,Other/Missing
188002,Other/Missing
188003,Other/Missing
188004,Other/Missing
188005,Other/Missing
188006,Other/Missing
188007,Other/Missing
188008,Other/Missing
188009,Other/Missing
188010,Other/Missing
188011,Other/Missing
188012,Other/Missing
188013,Other/Missing
188014,Other/Missing
188015,Other/Missing
188016,Other/Missing
188017,Other/Missing
188018,Other/Missing
188019,Other/Missing
188020,Other/Missing
189001,Kinh and Hoa
189002,Kinh and Hoa
189003,Kinh and Hoa
189004,Kinh and Hoa
189005,Kinh and Hoa
189006,Kinh and Hoa
189007,Kinh and Hoa
189008,Kinh and Hoa
189009,Kinh and Hoa
189010,Kinh and Hoa
189011,Kinh and Hoa
189012,Kinh and Hoa
189013,Kinh and Hoa
189014,Kinh and Hoa
189015,Kinh and Hoa
189016,Kinh and Hoa
189017,Kinh and Hoa
189018,Kinh and Hoa
189019,Kinh and Hoa
189020,Kinh and Hoa
190001,Kinh and Hoa
190002,Kinh and Hoa
190003,Kinh and Hoa
190004,Kinh and Hoa
190005,Kinh and Hoa
190006,Kinh and Hoa
190007,Kinh and Hoa
190008,Kinh and Hoa
190009,Kinh and Hoa
190010,Kinh and Hoa
190011,Kinh and Hoa
190012,Kinh and Hoa
190013,Kinh and Hoa
190014,
190015,Kinh and Hoa
190016,Kinh and Hoa
190017,Kinh and Hoa
190018,Kinh and Hoa
190019,Kinh and Hoa
190020,Kinh and Hoa
191001,Kinh and Hoa
191002,Kinh and Hoa
191003,Kinh and Hoa
191004,Kinh and Hoa
191005,Kinh and Hoa
191006,Kinh and Hoa
191007,Kinh and Hoa
191008,Kinh and Hoa
191009,Kinh and Hoa
191010,Kinh and Hoa
191011,Kinh and Hoa
191012,Kinh and Hoa
191013,Kinh and Hoa
191014,Kinh and Hoa
191015,Kinh and Hoa
191016,Kinh and Hoa
191017,Kinh and Hoa
191018,Kinh and Hoa
191019,Kinh and Hoa
191020,Kinh and Hoa
192001,Kinh and Hoa
192002,Kinh and Hoa
192003,
192004,Kinh and Hoa
192005,Kinh and Hoa
192006,Kinh and Hoa
192007,Kinh and Hoa
192008,Kinh and Hoa
192009,Kinh and Hoa
192010,Kinh and Hoa
192011,Kinh and Hoa
192012,Kinh and Hoa
192013,Kinh and Hoa
192014,Kinh and Hoa
192015,Kinh and Hoa
192016,Kinh and Hoa
192017,Kinh and Hoa
192018,Kinh and Hoa
192019,Kinh and Hoa
192020,Kinh and Hoa
193001,Kinh and Hoa
193002,Kinh and Hoa
193003,Kinh and Hoa
193004,Kinh and Hoa
193005,Kinh and Hoa
193006,Kinh and Hoa
193007,Kinh and Hoa
193008,Kinh and Hoa
193009,Kinh and Hoa
193010,Kinh and Hoa
193011,Kinh and Hoa
193012,Kinh and Hoa
193013,Kinh and Hoa
193014,Kinh and Hoa
193015,Kinh and Hoa
193016,Kinh and Hoa
193017,Kinh and Hoa
193018,Kinh and Hoa
193019,Kinh and Hoa
193020,Kinh and Hoa
194001,Kinh and Hoa
194002,Kinh and Hoa
194003,Kinh and Hoa
194004,Kinh and Hoa
194005,Kinh and Hoa
194006,Kinh and Hoa
194007,Kinh and Hoa
194008,Kinh and Hoa
194009,Kinh and Hoa
194010,Kinh and Hoa
194011,Kinh and Hoa
194012,Kinh and Hoa
194013,Kinh and Hoa
194014,Kinh and Hoa
194015,Kinh and Hoa
194016,Kinh and Hoa
194017,Kinh and Hoa
194018,Kinh and Hoa
194019,Kinh and Hoa
194020,Kinh and Hoa
195001,"Tay, Thai, Muong, Nung"
195002,"Tay, Thai, Muong, Nung"
195003,"Tay, Thai, Muong, Nung"
195004,"Tay, Thai, Muong, Nung"
195005,"Tay, Thai, Muong, Nung"
195006,"Tay, Thai, Muong, Nung"
195007,"Tay, Thai, Muong, Nung"
195008,"Tay, Thai, Muong, Nung"
195009,"Tay, Thai, Muong, Nung"
195010,"Tay, Thai, Muong, Nung"
195011,"Tay, Thai, Muong, Nung"
195012,"Tay, Thai, Muong, Nung"
195013,"Tay, Thai, Muong, Nung"
195014,"Tay, Thai, Muong, Nung"
195015,"Tay, Thai, Muong, Nung"
195016,"Tay, Thai, Muong, Nung"
195017,"Tay, Thai, Muong, Nung"
195018,"Tay, Thai, Muong, Nung"
195019,"Tay, Thai, Muong, Nung"
195020,"Tay, Thai, Muong, Nung"
196001,Kinh and Hoa
196002,Kinh and Hoa
196003,Kinh and Hoa
196004,Kinh and Hoa
196005,Kinh and Hoa
196006,Kinh and Hoa
196007,Kinh and Hoa
196008,Kinh and Hoa
196009,Kinh and Hoa
196010,Kinh and Hoa
196011,Kinh and Hoa
196012,Kinh and Hoa
196013,Kinh and Hoa
196014,Kinh and Hoa
196015,Kinh and Hoa
196016,Kinh and Hoa
196017,Kinh and Hoa
196018,Kinh and Hoa
196019,Kinh and Hoa
196020,
197001,Other/Missing
197002,Other/Missing
197003,Other/Missing
197004,Kinh and Hoa
197005,Other/Missing
197006,Other/Missing
197007,"Tay, Thai, Muong, Nung"
197008,Other/Missing
197009,Other/Missing
197010,Other/Missing
197011,Other/Missing
197012,Other/Missing
197013,
197014,Other/Missing
197015,Other/Missing
197016,Other/Missing
197017,"Tay, Thai, Muong, Nung"
197018,Other/Missing
197019,Kinh and Hoa
197020,Kinh and Hoa
198001,Kinh and Hoa
198002,Kinh and Hoa
198003,Kinh and Hoa
198004,Kinh and Hoa
198005,Kinh and Hoa
198006,Kinh and Hoa
198007,Kinh and Hoa
198008,Kinh and Hoa
198009,
198010,Kinh and Hoa
198011,Kinh and Hoa
198012,Kinh and Hoa
198013,Kinh and Hoa
198014,Kinh and Hoa
198015,Kinh and Hoa
198016,Kinh and Hoa
198017,Kinh and Hoa
198018,Kinh and Hoa
198019,Kinh and Hoa
198020,Kinh and Hoa
199001,Kinh and Hoa
199002,Kinh and Hoa
199003,Kinh and Hoa
199004,Kinh and Hoa
199005,Kinh and Hoa
199006,Kinh and Hoa
199007,Kinh and Hoa
199008,Kinh and Hoa
199009,Kinh and Hoa
199010,Kinh and Hoa
199011,Kinh and Hoa
199012,Kinh and Hoa
199013,Kinh and Hoa
199014,Kinh and Hoa
199015,Kinh and Hoa
199016,Kinh and Hoa
199017,Kinh and Hoa
199018,Kinh and Hoa
199019,Kinh and Hoa
199020,Kinh and Hoa
200001,Kinh and Hoa
200002,Kinh and Hoa
200003,Kinh and Hoa
200004,Kinh and Hoa
200005,Kinh and Hoa
200006,Kinh and Hoa
200007,Kinh and Hoa
200008,Kinh and Hoa
200009,Kinh and Hoa
200010,Other/Missing
200011,Kinh and Hoa
200012,Kinh and Hoa
200013,Kinh and Hoa
200014,Kinh and Hoa
200015,Kinh and Hoa
200016,
200017,Kinh and Hoa
200018,Kinh and Hoa
200019,Kinh and Hoa
200020,Kinh and Hoa
201001,Kinh and Hoa
201002,Kinh and Hoa
201003,Kinh and Hoa
201004,Kinh and Hoa
201005,Kinh and Hoa
201006,Kinh and Hoa
201007,Kinh and Hoa
201008,Kinh and Hoa
201009,Kinh and Hoa
201010,Kinh and Hoa
201011,Kinh and Hoa
201012,Kinh and Hoa
201013,Kinh and Hoa
201014,Kinh and Hoa
201015,Kinh and Hoa
201016,Kinh and Hoa
201017,Kinh and Hoa
201018,Kinh and Hoa
201019,Kinh and Hoa
201020,Kinh and Hoa
202001,Kinh and Hoa
202002,Kinh and Hoa
202003,Kinh and Hoa
202004,Kinh and Hoa
202005,Kinh and Hoa
202006,Kinh and Hoa
202007,Kinh and Hoa
202008,Kinh and Hoa
202009,Kinh and Hoa
202010,Kinh and Hoa
202011,Kinh and Hoa
202012,Kinh and Hoa
202013,Kinh and Hoa
202014,Kinh and Hoa
202015,Kinh and Hoa
202016,Kinh and Hoa
202017,Kinh and Hoa
202018,Kinh and Hoa
202019,Kinh and Hoa
202020,Kinh and Hoa
203001,"Tay, Thai, Muong, Nung"
203002,Kinh and Hoa
203003,"Tay, Thai, Muong, Nung"
203004,"Tay, Thai, Muong, Nung"
203005,"Tay, Thai, Muong, Nung"
203006,"Tay, Thai, Muong, Nung"
203007,Kinh and Hoa
203008,"Tay, Thai, Muong, Nung"
203009,"Tay, Thai, Muong, Nung"
203010,"Tay, Thai, Muong, Nung"
203011,Kinh and Hoa
203012,"Tay, Thai, Muong, Nung"
203013,Kinh and Hoa
203014,Kinh and Hoa
203015,Kinh and Hoa
203016,"Tay, Thai, Muong, Nung"
203017,Kinh and Hoa
203018,Kinh and Hoa
203019,Kinh and Hoa
203020,Kinh and Hoa
204001,Kinh and Hoa
204002,"Tay, Thai, Muong, Nung"
204003,"Tay, Thai, Muong, Nung"
204004,"Tay, Thai, Muong, Nung"
204005,"Tay, Thai, Muong, Nung"
204006,"Tay, Thai, Muong, Nung"
204007,"Tay, Thai, Muong, Nung"
204008,"Tay, Thai, Muong, Nung"
204009,"Tay, Thai, Muong, Nung"
204010,
204011,"Tay, Thai, Muong, Nung"
204012,"Tay, Thai, Muong, Nung"
204013,"Tay, Thai, Muong, Nung"
204014,"Tay, Thai, Muong, Nung"
204015,"Tay, Thai, Muong, Nung"
204016,"Tay, Thai, Muong, Nung"
204017,"Tay, Thai, Muong, Nung"
204018,"Tay, Thai, Muong, Nung"
204019,Kinh and Hoa
204020,"Tay, Thai, Muong, Nung"
205001,Kinh and Hoa
205002,Kinh and Hoa
205003,Kinh and Hoa
205004,Kinh and Hoa
205005,Kinh and Hoa
205006,Kinh and Hoa
205007,Kinh and Hoa
205008,Kinh and Hoa
205009,Kinh and Hoa
205010,Kinh and Hoa
205011,Kinh and Hoa
205012,Kinh and Hoa
205013,Kinh and Hoa
205014,Kinh and Hoa
205015,"Tay, Thai, Muong, Nung"
205016,Kinh and Hoa
205017,Kinh and Hoa
205018,Kinh and Hoa
205019,Kinh and Hoa
205020,Kinh and Hoa
206001,Kinh and Hoa
206002,Kinh and Hoa
206003,Kinh and Hoa
206004,Kinh and Hoa
206005,Kinh and Hoa
206006,Kinh and Hoa
206007,Kinh and Hoa
206008,Kinh and Hoa
206009,Kinh and Hoa
206010,Kinh and Hoa
206011,Kinh and Hoa
206012,Kinh and Hoa
206013,Kinh and Hoa
206014,Kinh and Hoa
206015,Kinh and Hoa
206016,Kinh and Hoa
206017,Kinh and Hoa
206018,Kinh and Hoa
206019,Kinh and Hoa
206020,Kinh and Hoa
207001,"Tay, Thai, Muong, Nung"
207002,Kinh and Hoa
207003,
207004,"Tay, Thai, Muong, Nung"
207005,"Tay, Thai, Muong, Nung"
207006,"Tay, Thai, Muong, Nung"
207007,"Tay, Thai, Muong, Nung"
207008,"Tay, Thai, Muong, Nung"
207009,"Tay, Thai, Muong, Nung"
207010,"Tay, Thai, Muong, Nung"
207011,"Tay, Thai, Muong, Nung"
207012,"Tay, Thai, Muong, Nung"
207013,Kinh and Hoa
207014,"Tay, Thai, Muong, Nung"
207015,"Tay, Thai, Muong, Nung"
207016,"Tay, Thai, Muong, Nung"
207017,"Tay, Thai, Muong, Nung"
207018,"Tay, Thai, Muong, Nung"
207019,"Tay, Thai, Muong, Nung"
207020,"Tay, Thai, Muong, Nung"
208001,"Tay, Thai, Muong, Nung"
208002,"Tay, Thai, Muong, Nung"
208003,"Tay, Thai, Muong, Nung"
208004,Other/Missing
208005,"Tay, Thai, Muong, Nung"
208006,"Tay, Thai, Muong, Nung"
208007,"Tay, Thai, Muong, Nung"
208008,"Tay, Thai, Muong, Nung"
208009,"Tay, Thai, Muong, Nung"
208010,"Tay, Thai, Muong, Nung"
208011,"Tay, Thai, Muong, Nung"
208012,"Tay, Thai, Muong, Nung"
208013,"Tay, Thai, Muong, Nung"
208014,
208015,"Tay, Thai, Muong, Nung"
208016,"Tay, Thai, Muong, Nung"
208017,"Tay, Thai, Muong, Nung"
208018,"Tay, Thai, Muong, Nung"
208019,"Tay, Thai, Muong, Nung"
208020,"Tay, Thai, Muong, Nung"
209001,Kinh and Hoa
209002,Kinh and Hoa
209003,Kinh and Hoa
209004,Kinh and Hoa
209005,Kinh and Hoa
209006,Kinh and Hoa
209007,Kinh and Hoa
209008,Kinh and Hoa
209009,Kinh and Hoa
209010,Kinh and Hoa
209011,Kinh and Hoa
209012,Kinh and Hoa
209013,Kinh and Hoa
209014,Kinh and Hoa
209015,Kinh and Hoa
209016,Kinh and Hoa
209017,Kinh and Hoa
209018,Kinh and Hoa
209019,Kinh and Hoa
209020,
210001,Other/Missing
210002,Kinh and Hoa
210003,Other/Missing
210004,Kinh and Hoa
210005,Other/Missing
210006,Kinh and Hoa
210007,Other/Missing
210008,Other/Missing
210009,Other/Missing
