HHID,HHAGE,HHSEX
164011,48.0,Male
164012,51.0,Female
164013,62.0,Male
164014,46.0,Female
164015,39.0,Male
164016,57.0,Male
164017,42.0,Male
164018,47.0,Male
164019,49.0,Male
165001,49.0,Male
165002,69.0,Male
165003,59.0,Female
165004,54.0,Male
165005,64.0,Male
165006,48.0,Male
165007,51.0,Male
165008,42.0,Female
165009,72.0,Male
165010,49.0,Male
165011,72.0,Male
165012,49.0,Male
165013,45.0,Male
165014,28.0,Female
165015,56.0,Male
165016,56.0,Male
165017,56.0,Male
165018,49.0,Male
165019,65.0,Male
165020,34.0,Male
166001,32.0,Female
166002,56.0,Female
166003,48.0,Male
166004,46.0,Male
166005,34.0,Female
166006,32.0,Male
166007,60.0,Male
166008,60.0,Male
166009,28.0,Female
166010,27.0,Male
166011,48.0,Male
166012,35.0,Male
166013,40.0,Female
166014,44.0,Male
166015,59.0,Male
166017,32.0,Male
166018,35.0,Male
166019,43.0,Female
166020,47.0,Male
167001,63.0,Male
167002,31.0,Male
167003,45.0,Female
167004,39.0,Male
167005,39.0,Male
167006,49.0,Male
167007,49.0,Male
167008,61.0,Female
167009,56.0,Male
167010,54.0,Male
167011,56.0,Male
167012,45.0,Male
167013,39.0,Male
167014,37.0,Male
167015,31.0,Male
167016,36.0,Male
167017,46.0,Male
167018,46.0,Male
167019,34.0,Male
167020,39.0,Male
168001,57.0,Male
168002,33.0,Male
168003,44.0,Male
168004,45.0,Male
168005,70.0,Male
168006,43.0,Male
168007,42.0,Male
168008,69.0,Male
168009,41.0,Female
168011,45.0,Male
168012,59.0,Male
168013,33.0,Female
168014,34.0,Male
168015,32.0,Male
168017,47.0,Male
168018,45.0,Male
168019,33.0,Male
168020,60.0,Female
169001,50.0,Male
169002,55.0,Female
169003,62.0,Male
169005,38.0,Male
169006,61.0,Male
169007,37.0,Male
169008,31.0,Male
169009,82.0,Male
169010,38.0,Male
169011,37.0,Male
169012,59.0,Male
169013,35.0,Female
169014,32.0,Male
169015,43.0,Male
169016,59.0,Female
169017,54.0,Male
169018,48.0,Male
169019,31.0,Male
169020,46.0,Male
170001,61.0,Male
170002,57.0,Male
170003,62.0,Male
170004,51.0,Female
170005,45.0,Male
170006,64.0,Female
170007,52.0,Female
170008,61.0,Female
170009,79.0,Female
170010,66.0,Female
170011,38.0,Female
170012,31.0,Male
170013,49.0,Male
170014,48.0,Female
170015,80.0,Female
170016,44.0,Female
170017,38.0,Female
170018,70.0,Female
170019,67.0,Female
170020,46.0,Female
171001,33.0,Male
171002,53.0,Female
171003,38.0,Male
171004,43.0,Male
171005,63.0,Male
171006,51.0,Female
171007,41.0,Male
171008,45.0,Male
171009,61.0,Male
171010,60.0,Male
171011,53.0,Male
171012,42.0,Male
171013,28.0,Female
171014,63.0,Male
171015,76.0,Female
171016,62.0,Male
171017,63.0,Female
171018,62.0,Male
171019,72.0,Female
171020,63.0,Male
172001,41.0,Male
172003,42.0,Male
172004,62.0,Male
172005,39.0,Male
172006,43.0,Male
172007,55.0,Male
172008,66.0,Male
172009,38.0,Male
172010,50.0,Female
172011,59.0,Male
172012,74.0,Male
172013,66.0,Male
172014,34.0,Male
172015,60.0,Female
172016,34.0,Female
172017,45.0,Male
172018,43.0,Female
172019,32.0,Male
172020,29.0,Male
173001,55.0,Male
173002,41.0,Male
173003,60.0,Female
173004,62.0,Male
173005,36.0,Male
173006,41.0,Male
173007,45.0,Male
173008,55.0,Male
173009,72.0,Female
173010,59.0,Male
173011,42.0,Male
173012,45.0,Male
173013,52.0,Male
173014,37.0,Male
173015,44.0,Male
173016,38.0,Male
173017,91.0,Female
173018,59.0,Female
173019,56.0,Male
173020,35.0,Male
174001,66.0,Male
174002,49.0,Female
174003,41.0,Male
174004,64.0,Female
174005,43.0,Male
174006,68.0,Male
174007,70.0,Male
174008,52.0,Female
174009,64.0,Male
174010,47.0,Female
174011,59.0,Male
174012,80.0,Female
174013,87.0,Female
174014,72.0,Female
174015,51.0,Male
174016,42.0,Male
174017,42.0,Female
174018,62.0,Male
174019,33.0,Male
174020,27.0,Male
175001,45.0,Male
175002,32.0,Male
175003,44.0,Female
175004,48.0,Male
175005,44.0,Male
175006,35.0,Male
175007,62.0,Male
175008,53.0,Male
175009,42.0,Male
175010,32.0,Male
175011,65.0,Male
175012,44.0,Male
175013,57.0,Male
175014,60.0,Male
175015,51.0,Female
175016,65.0,Female
175017,33.0,Male
175018,45.0,Male
175019,42.0,Male
175020,56.0,Male
176001,45.0,Male
176002,56.0,Male
176003,80.0,Male
176004,43.0,Male
176005,60.0,Male
176006,70.0,Male
176007,63.0,Male
176008,41.0,Male
176009,83.0,Male
176010,47.0,Male
176011,45.0,Male
176012,32.0,Male
176013,50.0,Male
176014,35.0,Male
176015,62.0,Male
176016,49.0,Male
176017,43.0,Male
176018,57.0,Female
176019,56.0,Male
176020,58.0,Male
177001,35.0,Male
177002,62.0,Male
177003,68.0,Male
177004,35.0,Male
177005,57.0,Female
177006,41.0,Male
177007,40.0,Male
177008,73.0,Male
177009,53.0,Female
177010,56.0,Male
177011,29.0,Male
177012,34.0,Male
177013,56.0,Female
177014,58.0,Female
177015,52.0,Male
177016,59.0,Male
177017,44.0,Male
177018,73.0,Female
177019,36.0,Male
177020,26.0,Male
178001,58.0,Male
178002,40.0,Male
178003,36.0,Male
178004,59.0,Male
178005,62.0,Male
178006,53.0,Female
178007,59.0,Male
178008,55.0,Female
178009,50.0,Female
178010,45.0,Male
178011,54.0,Male
178012,47.0,Male
178013,54.0,Male
178014,47.0,Female
178015,45.0,Female
178016,36.0,Female
178017,39.0,Male
178018,45.0,Male
178019,65.0,Female
178020,55.0,Female
179001,31.0,Male
179003,34.0,Male
179004,47.0,Male
179005,50.0,Female
179006,33.0,Male
179007,38.0,Male
179008,45.0,Male
179009,46.0,Male
179010,43.0,Male
179011,47.0,Female
179012,57.0,Male
179013,47.0,Male
179014,48.0,Male
179015,47.0,Male
179016,52.0,Male
179017,55.0,Male
179018,37.0,Male
179019,32.0,Male
179020,38.0,Male
180001,72.0,Female
180002,49.0,Male
180004,47.0,Male
180005,37.0,Male
180006,35.0,Male
180007,56.0,Male
180008,36.0,Male
180009,52.0,Male
180010,35.0,Male
180011,41.0,Male
180012,52.0,Male
180013,56.0,Male
180014,56.0,Male
180015,63.0,Male
180016,27.0,Female
180017,61.0,Female
180018,44.0,Male
180019,40.0,Male
180020,70.0,Male
181001,60.0,Female
181002,35.0,Male
181003,44.0,Male
181004,70.0,Female
181005,47.0,Male
181006,35.0,Male
181007,35.0,Male
181008,57.0,Male
181009,57.0,Male
181010,51.0,Male
181011,53.0,Male
181012,69.0,Male
181013,52.0,Male
181014,42.0,Female
181015,59.0,Female
181016,32.0,Male
181017,32.0,Male
181018,82.0,Female
181019,31.0,Male
181020,66.0,Male
182001,57.0,Male
182002,41.0,Male
182003,35.0,Male
182004,52.0,Male
182005,32.0,Male
182006,64.0,Male
182007,55.0,Male
182008,32.0,Male
182009,33.0,Male
182010,49.0,Male
182011,63.0,Male
182012,60.0,Male
182013,42.0,Male
182014,48.0,Male
182015,71.0,Male
182016,63.0,Female
182017,43.0,Male
182018,52.0,Male
182019,48.0,Male
182020,55.0,Male
183001,52.0,Male
183002,74.0,Female
183003,53.0,Male
183004,40.0,Male
183005,61.0,Male
183006,55.0,Male
183007,31.0,Male
183008,31.0,Male
183009,57.0,Male
183010,55.0,Male
183011,48.0,Male
183012,44.0,Male
183013,56.0,Male
183014,53.0,Female
183015,43.0,Female
183016,58.0,Male
183017,46.0,Female
183018,44.0,Male
183019,37.0,Male
183020,39.0,Male
184001,55.0,Male
184002,83.0,Female
184003,50.0,Male
184004,58.0,Male
184005,48.0,Male
184006,48.0,Male
184007,40.0,Male
184008,36.0,Male
184009,46.0,Male
184010,38.0,Female
184011,78.0,Male
184012,74.0,Female
184013,79.0,Male
184014,53.0,Male
184015,32.0,Male
184016,32.0,Male
184017,38.0,Female
184018,52.0,Male
184019,55.0,Male
184020,66.0,Male
185001,31.0,Male
185002,42.0,Male
185003,53.0,Male
185004,87.0,Male
185005,53.0,Male
185006,58.0,Male
185007,31.0,Female
185008,62.0,Male
185009,26.0,Male
185010,50.0,Male
185011,36.0,Male
185012,37.0,Male
185013,45.0,Male
185014,72.0,Female
185015,40.0,Male
185016,46.0,Male
185017,60.0,Male
185018,70.0,Male
185019,40.0,Male
186001,71.0,Female
186002,50.0,Male
186004,40.0,Male
186005,39.0,Male
186006,83.0,Male
186007,46.0,Female
186008,34.0,Male
186009,63.0,Male
186010,70.0,Male
186011,35.0,Male
186012,77.0,Female
186013,39.0,Male
186014,32.0,Male
186015,52.0,Male
186016,43.0,Male
186017,56.0,Male
186018,36.0,Male
186019,48.0,Male
186020,30.0,Male
187001,61.0,Male
187002,83.0,Male
187003,32.0,Male
187004,39.0,Male
187005,64.0,Female
187006,33.0,Male
187007,40.0,Male
187008,41.0,Female
187009,52.0,Male
187010,70.0,Female
187011,56.0,Female
187012,28.0,Female
187013,37.0,Male
187014,46.0,Female
187015,33.0,Male
187016,52.0,Male
187017,74.0,Male
187018,56.0,Male
187019,66.0,Male
187020,60.0,Male
188001,35.0,Male
188002,51.0,Male
188003,57.0,Male
188004,37.0,Male
188005,34.0,Male
188006,41.0,Male
188007,47.0,Male
188008,35.0,Male
188009,33.0,Male
188010,30.0,Male
188011,32.0,Male
188012,29.0,Male
188013,34.0,Male
188014,25.0,Male
188015,42.0,Male
188016,33.0,Male
188017,41.0,Male
188018,53.0,Female
188019,22.0,Male
188020,34.0,Male
189001,78.0,Female
189002,51.0,Female
189003,44.0,Female
189004,62.0,Male
189005,30.0,Male
189006,35.0,Female
189007,83.0,Female
189008,39.0,Female
189009,62.0,Female
189010,69.0,Female
189011,30.0,Male
189012,57.0,Male
189013,28.0,Male
189014,58.0,Male
189015,73.0,Male
189016,54.0,Male
189017,36.0,Female
189018,53.0,Male
189019,31.0,Male
189020,59.0,Female
190001,58.0,Male
190002,51.0,Male
190003,75.0,Female
190004,65.0,Male
190005,45.0,Female
190006,38.0,Male
190007,49.0,Male
190008,42.0,Male
190009,70.0,Male
190010,54.0,Male
190011,29.0,Male
190012,36.0,Male
190013,46.0,Male
190015,49.0,Male
190016,40.0,Male
190017,54.0,Male
190018,56.0,Male
190019,45.0,Male
190020,31.0,Female
191001,68.0,Female
191002,59.0,Male
191003,52.0,Male
191004,83.0,Female
191005,41.0,Male
191006,56.0,Female
191007,44.0,Male
191008,47.0,Female
191009,47.0,Male
191010,55.0,Female
191011,55.0,Male
191012,41.0,Male
191013,54.0,Male
191014,50.0,Female
191015,52.0,Male
191016,44.0,Male
191017,48.0,Male
191018,56.0,Female
191019,34.0,Male
191020,60.0,Female
192001,82.0,Female
192002,43.0,Male
192004,62.0,Male
192005,63.0,Male
192006,85.0,Female
192007,31.0,Female
192008,53.0,Male
192009,55.0,Male
192010,53.0,Male
192011,65.0,Male
192012,47.0,Male
192013,67.0,Female
192014,60.0,Male
192015,54.0,Male
192016,42.0,Male
192017,60.0,Female
192018,68.0,Male
192019,45.0,Male
192020,35.0,Male
193001,38.0,Male
193002,39.0,Male
193003,42.0,Female
193004,46.0,Male
193005,57.0,Male
193006,37.0,Male
193007,35.0,Female
193008,41.0,Male
193009,51.0,Male
193010,71.0,Female
193011,49.0,Male
193012,44.0,Male
193013,41.0,Male
193014,58.0,Female
193015,65.0,Male
193016,52.0,Male
193017,31.0,Male
193018,63.0,Female
193019,62.0,Female
193020,37.0,Male
194001,51.0,Male
194002,42.0,Male
194003,36.0,Male
194004,34.0,Male
194005,37.0,Male
194006,64.0,Male
194007,57.0,Male
194008,56.0,Male
194009,41.0,Female
194010,51.0,Male
194011,61.0,Male
194012,78.0,Male
194013,43.0,Male
194014,45.0,Male
194015,41.0,Male
194016,43.0,Male
194017,54.0,Male
194018,60.0,Female
194019,26.0,Female
194020,35.0,Female
195001,37.0,Male
195002,52.0,Male
195003,44.0,Male
195004,36.0,Male
195005,33.0,Male
195006,54.0,Male
195007,27.0,Male
195008,32.0,Male
195009,43.0,Male
195010,46.0,Male
195011,37.0,Male
195012,30.0,Male
195013,43.0,Male
195014,36.0,Male
195015,51.0,Male
195016,47.0,Female
195017,38.0,Male
195018,61.0,Male
195019,48.0,Female
195020,51.0,Male
196001,65.0,Male
196002,48.0,Male
196003,50.0,Male
196004,44.0,Female
196005,37.0,Male
196006,61.0,Male
196007,33.0,Female
196008,55.0,Male
196009,38.0,Male
196010,46.0,Male
196011,42.0,Male
196012,44.0,Male
196013,29.0,Female
196014,41.0,Male
196015,27.0,Female
196016,32.0,Male
196017,64.0,Male
196018,38.0,Male
196019,67.0,Female
197001,52.0,Male
197002,44.0,Male
197003,34.0,Male
197004,44.0,Male
197005,53.0,Male
197006,48.0,Male
197007,47.0,Male
197008,54.0,Male
197009,46.0,Male
197010,36.0,Male
197011,63.0,Male
197012,59.0,Female
197014,60.0,Male
197015,36.0,Female
197016,56.0,Male
197017,38.0,Male
197018,38.0,Male
197019,57.0,Male
197020,44.0,Female
198001,31.0,Male
198002,50.0,Male
198003,48.0,Male
198004,41.0,Male
198005,52.0,Male
198006,50.0,Male
198007,28.0,Female
198008,46.0,Male
198010,30.0,Male
198011,35.0,Male
198012,40.0,Male
198013,52.0,Male
198014,55.0,Male
198015,33.0,Male
198016,38.0,Male
198017,46.0,Male
198018,34.0,Male
198019,52.0,Male
198020,36.0,Male
199001,36.0,Female
199002,48.0,Male
199003,32.0,Male
199004,64.0,Female
199005,43.0,Male
199006,53.0,Male
199007,74.0,Female
199008,37.0,Male
199009,39.0,Male
199010,40.0,Male
199011,37.0,Male
199012,61.0,Male
199013,24.0,Female
199014,43.0,Male
199015,63.0,Male
199016,30.0,Male
199017,33.0,Male
199018,76.0,Male
199019,51.0,Male
199020,28.0,Male
200001,66.0,Male
200002,67.0,Male
200003,53.0,Male
200004,56.0,Male
200005,42.0,Male
200006,87.0,Male
200007,66.0,Male
200008,83.0,Male
200009,44.0,Male
200010,65.0,Male
200011,37.0,Female
200012,66.0,Male
200013,51.0,Female
200014,65.0,Male
200015,39.0,Male
200017,40.0,Male
200018,48.0,Male
200019,38.0,Male
200020,31.0,Male
201001,20.0,Female
201002,58.0,Male
201003,42.0,Female
201004,64.0,Male
201005,64.0,Male
201006,40.0,Male
201007,49.0,Male
201008,46.0,Male
201009,61.0,Male
201010,80.0,Male
201011,65.0,Male
201012,85.0,Male
201013,46.0,Male
201014,64.0,Female
201015,70.0,Female
201016,33.0,Female
201017,38.0,Male
201018,40.0,Male
201019,37.0,Male
201020,65.0,Male
202001,88.0,Male
202002,59.0,Female
202003,37.0,Female
202004,72.0,Male
202005,63.0,Male
202006,43.0,Male
202007,83.0,Female
202008,71.0,Female
202009,67.0,Female
202010,56.0,Female
202011,34.0,Female
202012,58.0,Male
202013,33.0,Male
202014,74.0,Male
202015,50.0,Male
202016,39.0,Female
202017,54.0,Female
202018,68.0,Male
202019,52.0,Male
202020,70.0,Female
203001,50.0,Male
203002,54.0,Male
203003,58.0,Male
203004,48.0,Male
203005,74.0,Female
203006,67.0,Male
203007,51.0,Male
203008,61.0,Male
203009,68.0,Female
203010,59.0,Female
203011,36.0,Male
203012,55.0,Male
203013,45.0,Male
203014,50.0,Male
203015,45.0,Male
203016,52.0,Male
203017,45.0,Male
203018,62.0,Male
203019,38.0,Male
203020,38.0,Male
204001,48.0,Female
204002,50.0,Male
204003,40.0,Female
204004,46.0,Male
204005,65.0,Male
204006,64.0,Male
204007,60.0,Male
204008,58.0,Female
204009,31.0,Female
204011,45.0,Male
204012,55.0,Male
204013,67.0,Male
204014,38.0,Male
204015,71.0,Male
204016,44.0,Female
204017,55.0,Male
204018,59.0,Male
204019,45.0,Male
204020,27.0,Male
205001,68.0,Male
205002,35.0,Male
205003,33.0,Male
205004,66.0,Female
205005,78.0,Male
205006,56.0,Male
205007,56.0,Male
205008,41.0,Female
205009,63.0,Male
205010,55.0,Male
205011,53.0,Male
205012,31.0,Male
205013,49.0,Male
205014,63.0,Male
205015,28.0,Female
205016,44.0,Female
205017,40.0,Male
205018,70.0,Female
205019,47.0,Male
205020,30.0,Male
206001,81.0,Male
206002,62.0,Female
206003,82.0,Male
206004,61.0,Male
206005,60.0,Male
206006,74.0,Female
206007,68.0,Female
206008,52.0,Female
206009,62.0,Male
206010,48.0,Female
206011,46.0,Male
206012,52.0,Male
206013,54.0,Male
206014,61.0,Female
206015,56.0,Male
206016,32.0,Female
206017,54.0,Male
206018,38.0,Male
206019,34.0,Male
206020,32.0,Male
207001,46.0,Male
207002,61.0,Female
207004,50.0,Male
207005,59.0,Male
207006,60.0,Female
207007,33.0,Male
207008,43.0,Male
207009,60.0,Male
207010,59.0,Male
207011,67.0,Male
207012,39.0,Male
207013,45.0,Male
207014,49.0,Female
207015,56.0,Male
207016,57.0,Male
207017,35.0,Female
207018,43.0,Male
207019,34.0,Female
207020,52.0,Male
208001,46.0,Male
208002,34.0,Male
208003,56.0,Male
208004,27.0,Female
208005,39.0,Female
208006,28.0,Male
208007,40.0,Male
208008,69.0,Male
208009,51.0,Male
208010,31.0,Female
208011,57.0,Female
208012,48.0,Male
208013,34.0,Male
208015,37.0,Male
208016,39.0,Female
208017,52.0,Male
208018,61.0,Female
208019,54.0,Male
208020,56.0,Male
209001,57.0,Male
209002,61.0,Male
209003,63.0,Male
209004,60.0,Male
209005,68.0,Female
209006,46.0,Male
209007,45.0,Male
209008,59.0,Female
209009,33.0,Male
209010,58.0,Male
209011,72.0,Male
209012,53.0,Male
209013,47.0,Male
209014,51.0,Female
209015,57.0,Male
209016,37.0,Male
209017,48.0,Female
209018,43.0,Male
209019,41.0,Female
210001,25.0,Male
210002,38.0,Male
210003,51.0,Male
210004,55.0,Female
210005,47.0,Male
210006,95+,Female
210007,48.0,Male
210008,41.0,Male
210009,64.0,Male
210010,52.0,Male
210011,47.0,Male
210012,43.0,Male
210013,45.0,Female
210014,67.0,Male
210015,68.0,Female
210016,74.0,Female
210017,67.0,Male
210018,70.0,Male
210019,52.0,Male
210020,28.0,Male
211001,51.0,Male
211002,48.0,Female
211003,58.0,Male
211004,73.0,Female
211005,52.0,Male
211006,43.0,Male
211007,44.0,Male
211008,37.0,Male
211009,47.0,Male
211010,34.0,Female
211011,63.0,Male
211012,68.0,Male
211013,40.0,Male
211014,44.0,Female
211015,38.0,Female
211016,46.0,Male
211017,69.0,Male
211018,53.0,Male
211020,38.0,Male
212001,52.0,Female
212002,60.0,Female
212003,49.0,Female
212004,44.0,Male
212005,84.0,Female
212006,61.0,Female
212007,41.0,Male
212008,60.0,Male
212009,87.0,Male
212010,62.0,Male
212011,40.0,Male
212012,67.0,Male
212013,42.0,Male
212014,47.0,Male
212015,65.0,Female
212016,71.0,Male
212017,56.0,Male
212018,56.0,Female
212019,60.0,Male
212020,37.0,Male
213001,80.0,Male
213002,74.0,Male
213003,61.0,Female
213004,46.0,Male
213005,41.0,Female
213006,45.0,Male
213007,58.0,Male
213008,61.0,Female
213009,49.0,Male
213010,57.0,Male
213011,67.0,Male
213012,51.0,Male
213013,72.0,Female
213014,63.0,Male
213015,51.0,Male
213016,89.0,Male
213017,49.0,Male
213018,57.0,Male
213019,50.0,Female
213020,49.0,Male
214001,59.0,Male
214002,25.0,Male
214003,35.0,Female
214004,29.0,Female
214005,30.0,Male
214006,24.0,Male
214007,26.0,Female
214008,20.0,Male
214009,31.0,Male
214010,19.0,Female
214011,22.0,Female
214012,24.0,Male
214013,21.0,Female
214014,21.0,Female
214015,40.0,Female
214016,37.0,Female
214017,28.0,Male
214018,24.0,Male
214019,24.0,Male
214020,25.0,Male
215001,57.0,Male
215002,38.0,Male
215003,53.0,Male
215004,48.0,Male
215005,69.0,Male
215006,52.0,Male
215007,56.0,Male
215008,60.0,Male
215009,34.0,Male
215010,44.0,Male
215011,49.0,Male
215012,39.0,Male
215013,66.0,Male
215014,69.0,Female
215015,54.0,Male
215016,72.0,Female
215017,67.0,Male
215018,46.0,Male
215019,35.0,Female
215020,45.0,Male
216001,40.0,Male
216002,24.0,Male
216003,19.0,Female
216004,28.0,Male
216005,33.0,Male
216006,20.0,Female
216007,17.0,Female
216008,19.0,Male
216009,19.0,Female
216010,25.0,Female
216011,25.0,Female
216012,27.0,Male
216013,31.0,Male
216014,28.0,Female
216015,37.0,Female
216016,43.0,Male
216017,31.0,Female
216018,21.0,Male
216019,20.0,Female
216020,23.0,Female
217001,55.0,Male
217002,28.0,Female
217003,25.0,Male
217004,33.0,Male
217005,28.0,Female
217006,33.0,Female
217007,62.0,Male
217008,43.0,Male
217009,44.0,Male
217010,40.0,Female
217011,54.0,Female
217012,62.0,Male
217013,41.0,Female
217014,18.0,Female
217015,60.0,Male
217016,56.0,Male
217017,28.0,Male
217018,29.0,Female
217019,37.0,Male
217020,25.0,Female
218001,56.0,Male
218002,67.0,Female
218003,42.0,Male
218004,38.0,Male
218005,60.0,Male
218006,57.0,Male
218007,48.0,Male
218008,45.0,Female
218009,44.0,Male
218010,38.0,Male
218011,47.0,Male
218012,58.0,Male
218013,55.0,Male
218014,37.0,Male
218015,49.0,Male
218016,44.0,Male
218017,69.0,Female
218018,37.0,Male
218019,57.0,Male
218020,39.0,Male
219001,54.0,Male
219002,35.0,Male
219003,35.0,Male
219004,53.0,Male
219005,73.0,Male
219006,35.0,Male
219007,32.0,Male
219008,60.0,Male
219009,55.0,Male
219010,60.0,Male
219011,60.0,Male
219012,31.0,Female
219013,46.0,Male
219014,36.0,Male
219015,49.0,Male
219016,71.0,Male
219017,44.0,Male
219018,50.0,Female
219019,54.0,Female
219020,19.0,Male
220002,44.0,Male
220003,36.0,Male
220004,72.0,Female
220005,42.0,Male
220006,41.0,Male
220007,63.0,Male
220008,55.0,Male
220009,60.0,Male
220010,62.0,Male
220012,48.0,Male
220013,37.0,Male
220014,69.0,Male
220015,36.0,Male
220016,61.0,Female
220017,70.0,Male
220018,38.0,Male
220019,42.0,Male
221001,64.0,Male
221003,77.0,Male
221004,39.0,Male
221005,38.0,Male
221006,63.0,Male
221007,34.0,Female
221008,54.0,Female
221009,43.0,Male
221010,64.0,Female
221011,66.0,Male
221012,49.0,Female
221013,32.0,Female
221014,56.0,Male
221015,58.0,Female
221016,78.0,Male
221017,48.0,Female
221018,35.0,Female
221019,60.0,Male
221020,67.0,Male
222001,89.0,Male
222002,88.0,Male
222003,36.0,Male
222004,70.0,Male
222005,33.0,Male
222006,36.0,Male
222007,68.0,Male
222008,51.0,Male
222009,60.0,Male
222010,58.0,Male
222011,65.0,Male
222012,66.0,Male
222013,54.0,Male
222014,51.0,Female
222015,80.0,Male
222016,94.0,Male
222017,33.0,Male
222018,57.0,Female
222019,28.0,Male
222020,39.0,Female
223001,44.0,Male
223002,63.0,Male
223003,40.0,Female
223004,45.0,Male
223005,57.0,Male
223006,42.0,Male
223007,43.0,Male
223008,81.0,Male
223009,38.0,Male
223011,30.0,Male
223012,55.0,Male
223013,56.0,Male
223014,72.0,Male
223015,65.0,Male
223016,37.0,Male
223017,61.0,Male
223018,44.0,Male
223019,29.0,Male
223020,49.0,Male
224001,29.0,Female
224002,60.0,Female
224003,66.0,Male
224004,58.0,Male
224005,66.0,Male
224006,92.0,Male
224007,43.0,Male
224008,78.0,Male
224009,44.0,Female
224010,56.0,Male
224011,35.0,Female
224012,53.0,Male
224013,55.0,Male
224015,28.0,Male
224016,62.0,Male
224017,52.0,Male
224019,62.0,Male
224020,57.0,Male
225001,47.0,Male
225002,70.0,Male
225003,43.0,Male
225004,40.0,Male
225005,56.0,Male
225006,48.0,Male
225007,61.0,Male
225008,36.0,Male
225009,34.0,Male
225010,86.0,Male
225011,74.0,Male
225012,87.0,Female
225013,59.0,Male
225014,32.0,Male
225015,83.0,Male
225016,65.0,Male
225017,39.0,Male
225018,87.0,Male
225019,68.0,Female
225020,32.0,Male
226001,63.0,Female
226002,38.0,Male
226003,52.0,Male
226004,62.0,Female
226005,71.0,Male
226006,45.0,Male
226007,72.0,Male
226008,54.0,Male
226009,64.0,Male
226010,77.0,Male
226011,54.0,Male
226012,41.0,Male
226013,37.0,Male
226014,55.0,Female
226015,51.0,Male
226017,54.0,Male
226018,68.0,Female
226019,88.0,Female
226020,55.0,Male
227001,44.0,Female
227002,61.0,Male
227004,48.0,Male
227005,45.0,Male
227006,47.0,Male
227007,61.0,Female
227008,42.0,Male
227009,27.0,Female
227010,75.0,Male
227011,58.0,Male
227012,61.0,Female
227013,29.0,Male
227014,33.0,Male
227015,44.0,Male
227016,35.0,Male
227018,41.0,Female
227019,47.0,Female
228001,62.0,Female
228002,47.0,Male
228003,36.0,Male
228004,41.0,Male
228005,80.0,Male
228006,46.0,Female
228007,51.0,Male
228008,55.0,Female
228010,54.0,Male
228011,53.0,Male
228012,89.0,Female
228013,41.0,Male
228014,56.0,Male
228015,81.0,Female
228016,38.0,Male
228017,56.0,Male
228018,64.0,Male
228019,66.0,Male
228020,56.0,Male
229002,62.0,Male
229003,66.0,Male
229004,54.0,Female
229005,46.0,Male
229006,48.0,Male
229007,72.0,Male
229008,40.0,Male
229009,61.0,Male
229010,71.0,Female
229011,52.0,Male
229012,59.0,Male
229013,31.0,Male
229014,75.0,Male
229015,93.0,Male
229016,49.0,Male
229017,53.0,Male
229018,48.0,Male
229019,60.0,Male
229020,41.0,Female
230001,61.0,Female
230002,49.0,Female
230003,41.0,Male
230004,37.0,Male
230005,63.0,Male
230006,64.0,Male
230007,59.0,Male
230008,65.0,Female
230009,74.0,Male
230010,33.0,Male
230011,45.0,Female
230012,39.0,Male
230013,62.0,Male
230014,43.0,Male
230015,68.0,Male
230016,57.0,Female
230017,82.0,Female
230018,36.0,Male
230019,53.0,Male
230020,75.0,Female
231001,29.0,Male
231002,35.0,Female
231004,50.0,Female
231005,67.0,Female
231007,37.0,Male
231008,44.0,Male
231009,53.0,Male
231010,57.0,Male
231012,34.0,Male
231013,33.0,Male
231014,55.0,Female
231015,63.0,Female
231016,26.0,Male
231017,44.0,Male
231018,48.0,Male
231019,55.0,Male
231020,61.0,Male
232001,44.0,Male
232002,67.0,Male
232003,60.0,Female
232004,73.0,Male
232005,62.0,Male
232006,45.0,Male
232007,49.0,Female
232008,48.0,Female
232010,35.0,Male
232011,65.0,Male
232012,74.0,Male
232013,47.0,Male
232015,72.0,Male
232016,65.0,Male
232017,80.0,Male
232018,84.0,Male
232019,48.0,Male
232020,47.0,Male
233001,36.0,Male
233002,81.0,Male
233003,55.0,Female
233004,51.0,Female
233005,57.0,Female
233006,84.0,Female
233007,70.0,Female
233008,30.0,Male
233009,88.0,Male
233010,48.0,Male
233011,65.0,Male
233012,54.0,Male
233013,59.0,Male
233014,56.0,Female
233015,64.0,Female
233016,55.0,Female
233017,38.0,Female
233018,47.0,Male
233019,54.0,Male
233020,63.0,Male
234001,54.0,Female
234002,48.0,Male
234003,71.0,Male
234004,61.0,Female
234005,69.0,Male
234006,60.0,Female
234007,38.0,Male
234008,66.0,Female
234009,70.0,Male
234010,46.0,Male
234011,60.0,Male
234012,53.0,Female
234013,46.0,Male
234014,66.0,Male
234015,38.0,Male
234016,40.0,Male
234017,56.0,Female
234018,43.0,Male
234019,29.0,Male
234020,60.0,Male
235001,45.0,Male
235002,51.0,Male
235003,47.0,Male
235004,66.0,Male
235005,34.0,Female
235007,48.0,Female
235008,57.0,Female
235009,34.0,Male
235010,54.0,Male
235011,30.0,Male
235012,36.0,Male
235013,28.0,Male
235014,30.0,Female
235015,58.0,Male
235016,53.0,Male
235017,77.0,Female
235018,49.0,Male
235019,70.0,Male
236001,56.0,Male
236002,91.0,Female
236003,33.0,Male
236004,63.0,Female
236005,67.0,Male
236006,86.0,Female
236007,67.0,Female
236008,72.0,Male
236009,69.0,Male
