MEMID,ED16A
000101051901327003,Lower secondary diploma
000101051901327004,Lower secondary diploma
000101051901327005,Lower secondary diploma
000101051901328001,Technical higher school
000101051901328002,Upper secondary diploma
000101051901328003,Upper secondary diploma
000101051901329001,Upper secondary diploma
000101051901329002,Upper secondary diploma
000101051901329003,Lower secondary diploma
000101051901330001,Upper secondary diploma
000101051901330002,College University or higher
000101051901330003,
000101051901330004,Lower secondary diploma
000101051901331001,Lower secondary diploma
000101051901331002,Lower secondary diploma
000101051901332001,Upper secondary diploma
000101051901332002,College University or higher
000101051901332003,Primary
000101051901333001,College University or higher
000101051901333002,College University or higher
000101051901333003,College University or higher
000101051901333004,Upper secondary diploma
000101051901334001,Upper secondary diploma
000101051901334002,College University or higher
000101051901334003,Lower secondary diploma
000101051901334004,
000101051901334005,Primary
000101051901335001,Upper secondary diploma
000101051901335002,Upper secondary diploma
000101051901335003,
000101051901336001,College University or higher
000101051901336002,College University or higher
000101051901336003,College University or higher
000101051901336004,College University or higher
000101051901336005,Primary
000101051901344001,Upper secondary diploma
000101051901344002,College University or higher
000101051901344003,College University or higher
000101051901345001,Primary
000101051901345002,Upper secondary diploma
000101051901345003,Technical higher school
000101051901345004,Upper secondary diploma
000101051901345005,Upper secondary diploma
000101051901345006,Preschool
000101051901351001,Upper secondary diploma
000101051901351002,Upper secondary diploma
000101051901351003,Primary
000101051901351004,Preschool
000101051901352001,Lower secondary diploma
000101051901352002,Primary
000101051901352003,Lower secondary diploma
000101051901352004,Upper secondary diploma
000101051901352005,Upper secondary diploma
000101051901352006,Upper secondary diploma
000101051901352007,College University or higher
000101051901352008,
000101051901352009,
000101051901358001,Upper secondary diploma
000101051901358002,Upper secondary diploma
000101051901358003,Primary
000101051901359001,Technical higher school
000101051901359002,Upper secondary diploma
000101051901359003,Primary
000101090900901001,Upper secondary diploma
000101090900901002,Lower secondary diploma
000101090900901003,College University or higher
000101090900901004,College University or higher
000101090900901005,Upper secondary diploma
000101090900902001,Upper secondary diploma
000101090900902002,College University or higher
000101090900902003,Primary
000101090900903001,Lower secondary diploma
000101090900903002,Lower secondary diploma
000101090900903003,Lower secondary diploma
000101090900903004,Primary
000101090900904001,Upper secondary diploma
000101090900904002,Lower secondary diploma
000101090900904003,Upper secondary diploma
000101090900904004,Upper secondary diploma
000101090900904005,Technical higher school
000101090900905001,Upper secondary diploma
000101090900905002,Lower secondary diploma
000101090900905003,Upper secondary diploma
000101090900905004,Technical higher school
000101090900906001,Lower secondary diploma
000101090900906002,Upper secondary diploma
000101090900906003,Upper secondary diploma
000101090900906004,
000101090900907001,Lower secondary diploma
000101090900907002,Lower secondary diploma
000101090900907003,Technical higher school
000101090900907004,Technical higher school
000101090900908001,College University or higher
000101090900908002,Upper secondary diploma
000101090900908003,Upper secondary diploma
000101090900908004,Upper secondary diploma
000101090900909001,College University or higher
000101090900909002,Preschool
000101090900909003,College University or higher
000101090900909004,College University or higher
000101090900910001,Lower secondary diploma
000101090900910002,Lower secondary diploma
000101090900910003,Upper secondary diploma
000101090900910004,Technical higher school
000101090900912001,Lower secondary diploma
000101090900912002,Lower secondary diploma
000101090900912003,Upper secondary diploma
000101090900912004,Primary
000101090900913001,Lower secondary diploma
000101090900913002,Lower secondary diploma
000101090900913003,Upper secondary diploma
000101090900913004,Upper secondary diploma
000101090900913005,Upper secondary diploma
000101090900913006,College University or higher
000101090900913007,Upper secondary diploma
000101090900913008,
000101090900913009,
000101090900914001,Technical higher school
000101090900914002,Upper secondary diploma
000101090900914003,Upper secondary diploma
000101090900914004,
000101090900914005,
000101090900915001,Primary
000101090900915002,College University or higher
000101090900915003,College University or higher
000101090900915004,Primary
000101090900916001,Upper secondary diploma
000101090900916002,College University or higher
000101090900917001,College University or higher
000101090900917002,
000101090900917003,College University or higher
000101090900917004,College University or higher
000101090900918001,Upper secondary diploma
000101090900918002,College University or higher
000101090900918003,Technical higher school
000101090900918004,College University or higher
000101090900920001,Upper secondary diploma
000101090900920002,Technical higher school
000101090900920003,Lower secondary diploma
000101090900920004,
000101090900921001,Technical higher school
000101090900921002,College University or higher
000101090900921003,Upper secondary diploma
000101090900922001,College University or higher
000101090900922002,College University or higher
000101090900922003,Primary
000101090900922004,
000101090900923001,Lower secondary diploma
000101090900923002,Technical higher school
000101090900924001,College University or higher
000101090900924002,College University or higher
000101090900924003,Upper secondary diploma
000101090900924004,Primary
000101090900924005,
000101090900925001,Upper secondary diploma
000101090900925002,Technical higher school
000101090900925003,
000101090900926001,Upper secondary diploma
000101090900926002,Lower secondary diploma
000101090900926003,College University or higher
000101090900926004,Primary
000101090900927001,Lower secondary diploma
000101090900927002,Upper secondary diploma
000101090900927003,Upper secondary diploma
000101090900927004,Lower secondary diploma
000101090900927005,Primary
000101090900927006,Primary
000101090900928001,Upper secondary diploma
000101090900928002,Lower secondary diploma
000101090900928003,Lower secondary diploma
000101090900940001,Lower secondary diploma
000101090900940002,Upper secondary diploma
000101090900940003,Lower secondary diploma
000101090900940004,Primary
000101090900948001,College University or higher
000101090900948002,College University or higher
000101090900948003,Upper secondary diploma
000101090900948004,Primary
000101150501901001,Lower secondary diploma
000101150501901002,Lower secondary diploma
000101150501901003,Preschool
000101150501901004,
000101150501901005,
000101150501902001,Primary
000101150501902002,Lower secondary diploma
000101150501902003,Primary
000101150501902004,Primary
000101150501902005,Primary
000101150501902006,Lower secondary diploma
000101150501903001,
000101150501903002,Lower secondary diploma
000101150501903003,Lower secondary diploma
000101150501903004,Lower secondary diploma
000101150501903005,Lower secondary diploma
000101150501903006,Lower secondary diploma
000101150501903007,Primary
000101150501903008,Primary
000101150501904001,Lower secondary diploma
000101150501904002,Lower secondary diploma
000101150501904003,Lower secondary diploma
000101150501904004,Lower secondary diploma
000101150501904005,Primary
000101150501904006,Primary
000101150501904007,
000101150501905001,Primary
000101150501905002,Lower secondary diploma
000101150501906001,Lower secondary diploma
000101150501906002,Lower secondary diploma
000101150501906003,Lower secondary diploma
000101150501906004,
000101150501906005,
000101150501907001,College University or higher
000101150501907002,Lower secondary diploma
000101150501907003,College University or higher
000101150501907004,Technical higher school
000101150501907005,Upper secondary diploma
000101150501908001,Lower secondary diploma
000101150501908002,Lower secondary diploma
000101150501908003,
000101150501908004,
000101150501909001,Lower secondary diploma
000101150501909002,Lower secondary diploma
000101150501909003,Primary
000101150501909004,Primary
000101150501909005,
000101150501910001,Primary
000101150501910002,Lower secondary diploma
000101150501910003,Primary
000101150501910004,Primary
000101150501911001,College University or higher
000101150501911002,College University or higher
000101150501911003,Primary
000101150501911004,
000101150501912001,Technical higher school
000101150501912002,Preschool
000101150501912003,
000101150501913001,College University or higher
000101150501913002,Upper secondary diploma
000101150501913003,Technical higher school
000101150501913004,Upper secondary diploma
000101150501913005,Upper secondary diploma
000101150501913006,Lower secondary diploma
000101150501914001,Lower secondary diploma
000101150501914002,Lower secondary diploma
000101150501914003,Lower secondary diploma
000101150501914004,Lower secondary diploma
000101150501914005,Primary
000101150501914006,
000101150501915001,Lower secondary diploma
000101150501915002,College University or higher
000101150501915003,College University or higher
000101150501915004,Upper secondary diploma
000101150501915005,Primary
000101150501916001,Lower secondary diploma
000101150501916002,Primary
000101150501916003,Primary
000101150501916004,Lower secondary diploma
000101150501916005,Lower secondary diploma
000101150501916006,Lower secondary diploma
000101150501916007,Lower secondary diploma
000101150501916008,Lower secondary diploma
000101150501917001,Lower secondary diploma
000101150501917002,Lower secondary diploma
000101150501917003,Lower secondary diploma
000101150501917004,Lower secondary diploma
000101150501917005,Lower secondary diploma
000101150501918001,Lower secondary diploma
000101150501918002,Lower secondary diploma
000101150501918003,Lower secondary diploma
000101150501918004,Lower secondary diploma
000101150501918005,Lower secondary diploma
000101150501918006,Primary
000101150501918007,
000101150501919001,Primary
000101150501919002,Primary
000101150501919003,Lower secondary diploma
000101150501919004,Primary
000101150501919005,Lower secondary diploma
000101150501920001,Lower secondary diploma
000101150501920002,Lower secondary diploma
000101150501920003,Preschool
000101150501920004,
000101150501920005,Primary
000101150501921001,Primary
000101150501921002,Primary
000101150501921003,Lower secondary diploma
000101150501921004,Lower secondary diploma
000101150501921005,
000101150501922001,Upper secondary diploma
000101150501922002,Lower secondary diploma
000101150501922003,
000101150501923001,Primary
000101150501923002,Lower secondary diploma
000101150501923003,Lower secondary diploma
000101150501923004,Primary
000101150501923005,Preschool
000101150501924001,Technical higher school
000101150501924002,Lower secondary diploma
000101150501924003,Lower secondary diploma
000101150501924004,Upper secondary diploma
000101150501924005,Lower secondary diploma
000101150501925001,Upper secondary diploma
000101150501925002,Upper secondary diploma
000101150501925003,
000101150501925004,
000101150501925005,Lower secondary diploma
000101150501925006,Lower secondary diploma
000101150501925007,Lower secondary diploma
000101150501925008,Upper secondary diploma
000101150501925009,Primary
000101150501925010,Upper secondary diploma
000101190302901001,College University or higher
000101190302901002,College University or higher
000101190302901003,College University or higher
000101190302901004,Upper secondary diploma
000101190302902001,Lower secondary diploma
000101190302902002,College University or higher
000101190302902003,College University or higher
000101190302904001,Technical higher school
000101190302904002,Technical higher school
000101190302904003,College University or higher
000101190302904004,Upper secondary diploma
000101190302905001,Non-standard curriculum
000101190302905002,Non-standard curriculum
000101190302905003,Non-standard curriculum
000101190302905004,College University or higher
000101190302905005,College University or higher
000101190302906001,Lower secondary diploma
000101190302906002,Lower secondary diploma
000101190302906003,Lower secondary diploma
000101190302906004,Primary
000101190302907001,Upper secondary diploma
000101190302907002,Upper secondary diploma
000101190302907003,College University or higher
000101190302907004,Upper secondary diploma
000101190302907005,Lower secondary diploma
000101190302908001,Upper secondary diploma
000101190302908002,Upper secondary diploma
000101190302908003,College University or higher
000101190302908004,Upper secondary diploma
000101190302908005,Lower secondary diploma
000101190302909001,College University or higher
000101190302909002,Technical higher school
000101190302909003,Upper secondary diploma
000101190302909004,Lower secondary diploma
000101190302910001,Technical higher school
000101190302910002,College University or higher
000101190302910003,Upper secondary diploma
000101190302910004,Lower secondary diploma
000101190302911001,College University or higher
000101190302911002,College University or higher
000101190302911003,College University or higher
000101190302911004,Upper secondary diploma
000101190302912001,College University or higher
000101190302912002,College University or higher
000101190302912003,Upper secondary diploma
000101190302913001,Primary
000101190302913002,Technical higher school
000101190302913003,Technical higher school
000101190302914001,Upper secondary diploma
000101190302914002,Upper secondary diploma
000101190302914003,College University or higher
000101190302914004,Upper secondary diploma
000101190302915001,Upper secondary diploma
000101190302915002,Upper secondary diploma
000101190302915003,Lower secondary diploma
000101190302915004,Lower secondary diploma
000101190302916001,Upper secondary diploma
000101190302916002,Upper secondary diploma
000101190302916003,College University or higher
000101190302916004,Lower secondary diploma
000101190302916005,
000101190302917001,Upper secondary diploma
000101190302917002,Upper secondary diploma
000101190302917003,Upper secondary diploma
000101190302917004,Lower secondary diploma
000101190302919001,Lower secondary diploma
000101190302919002,Upper secondary diploma
000101190302919003,Upper secondary diploma
000101190302919004,College University or higher
000101190302919005,
000101190302920001,Upper secondary diploma
000101190302920002,College University or higher
000101190302920003,Lower secondary diploma
000101190302920004,Primary
000101190302921001,Upper secondary diploma
000101190302921002,Preschool
000101190302921003,
000101190302922001,Upper secondary diploma
000101190302922002,Upper secondary diploma
000101190302922003,College University or higher
000101190302922004,Upper secondary diploma
000101190302923001,Technical higher school
000101190302923002,College University or higher
000101190302923003,Upper secondary diploma
000101190302924001,Lower secondary diploma
000101190302924002,Primary
000101190302924003,Preschool
000101190302925001,Technical higher school
000101190302925002,Technical higher school
000101190302925003,
000101190302926001,Lower secondary diploma
000101190302926002,College University or higher
000101190302926003,College University or higher
000101190302926004,College University or higher
000101190302927001,Primary
000101190302927002,Upper secondary diploma
000101190302927003,Technical higher school
000101190302927004,Upper secondary diploma
000101190302927005,College University or higher
000101190302928001,Technical higher school
000101190302928002,Lower secondary diploma
000101190302928003,Lower secondary diploma
000101190302928004,College University or higher
000101190302929001,Upper secondary diploma
000101190302929002,College University or higher
000101190302929003,College University or higher
000101190302929004,College University or higher
000101190302929005,Lower secondary diploma
000101190302930001,College University or higher
000101190302930002,Upper secondary diploma
000101190302930003,
000101190302930004,College University or higher
000101190302930005,Technical higher school
000101190302930006,Upper secondary diploma
000101190302931001,Upper secondary diploma
000101190302931002,Lower secondary diploma
000101190302931003,Lower secondary diploma
000101190302931004,
000101190302932001,Upper secondary diploma
000101190302932002,Upper secondary diploma
000101190302932003,Preschool
000101190302932004,
000101190302933001,Technical higher school
000101190302933002,Technical higher school
000101190302933003,College University or higher
000101190302933004,College University or higher
000101190302936001,Upper secondary diploma
000101190302936002,Upper secondary diploma
000101190302936003,Lower secondary diploma
000101190302936004,Primary
000101190302951001,Technical higher school
000101190302951002,Technical higher school
000101190302951003,Upper secondary diploma
000101190302951004,Upper secondary diploma
000101190302951005,Upper secondary diploma
000101196100701001,Lower secondary diploma
000101196100701002,Lower secondary diploma
000101196100701003,Lower secondary diploma
000101196100701004,Preschool
000101196100702001,Lower secondary diploma
000101196100702002,Lower secondary diploma
000101196100702003,Lower secondary diploma
000101196100702004,Primary
000101196100702005,Preschool
000101196100703001,Lower secondary diploma
000101196100703002,Lower secondary diploma
000101196100703003,Primary
000101196100703004,
000101196100703005,
000101196100704001,Non-standard curriculum
000101196100704002,Upper secondary diploma
000101196100704003,Technical higher school
000101196100704004,Lower secondary diploma
000101196100704005,Primary
000101196100705001,Upper secondary diploma
000101196100705002,Upper secondary diploma
000101196100705003,Lower secondary diploma
000101196100705004,Primary
000101196100706001,Upper secondary diploma
000101196100706002,Upper secondary diploma
000101196100706003,Primary
000101196100706004,
000101196100707001,Lower secondary diploma
000101196100707002,Lower secondary diploma
000101196100707003,Upper secondary diploma
000101196100707004,Upper secondary diploma
000101196100708001,Primary
000101196100708002,Lower secondary diploma
000101196100708003,Lower secondary diploma
000101196100708004,Primary
000101196100709001,
000101196100709002,Primary
000101196100709003,Primary
000101196100710001,
000101196100710002,Primary
000101196100710003,Lower secondary diploma
000101196100712001,Lower secondary diploma
000101196100712002,Technical higher school
000101196100712003,Primary
000101196100712004,
000101196100713001,Non-standard curriculum
000101196100713002,Upper secondary diploma
000101196100713003,Lower secondary diploma
000101196100713004,Primary
000101196100713005,Preschool
000101196100714001,Lower secondary diploma
000101196100714002,Primary
000101196100714003,Primary
000101196100714004,Primary
000101196100715001,Upper secondary diploma
000101196100715002,Lower secondary diploma
000101196100715003,Primary
000101196100715004,Preschool
000101196100715005,Lower secondary diploma
000101196100716001,Upper secondary diploma
000101196100716002,Lower secondary diploma
000101196100716003,
000101196100716004,Lower secondary diploma
000101196100717001,Non-standard curriculum
000101196100717002,Lower secondary diploma
000101196100717003,Upper secondary diploma
000101196100717004,Preschool
000101196100717005,
000101196100718001,Primary
000101196100718002,Primary
000101196100718003,Lower secondary diploma
000101196100719001,Lower secondary diploma
000101196100719002,Lower secondary diploma
000101196100719003,Lower secondary diploma
000101196100719004,Primary
000101196100720001,Lower secondary diploma
000101196100720002,Upper secondary diploma
000101196100720003,Upper secondary diploma
000101196100720004,Upper secondary diploma
000101196100720005,Primary
000101196100721001,College University or higher
000101196100721002,Primary
000101196100721003,College University or higher
000101196100722001,Lower secondary diploma
000101196100722002,Upper secondary diploma
000101196100722003,College University or higher
000101196100722004,Upper secondary diploma
000101196100723001,
000101196100723002,Lower secondary diploma
000101196100723003,Lower secondary diploma
000101196100723004,Primary
000101196100723005,Primary
000101196100723006,Lower secondary diploma
000101196100723007,Primary
000101196100723008,Primary
000101196100724001,Lower secondary diploma
000101196100724002,Lower secondary diploma
000101196100724003,Primary
000101196100724004,Preschool
000101196100725001,Primary
000101196100725002,Lower secondary diploma
000101196100725003,Primary
000101196100725004,Primary
000101196100726001,Upper secondary diploma
000101196100726002,Upper secondary diploma
000101196100726003,Primary
000101196100726004,Technical higher school
000101196100726005,Upper secondary diploma
000101196100726006,Lower secondary diploma
000101196100727001,Lower secondary diploma
000101196100727002,Lower secondary diploma
000101196100727003,Lower secondary diploma
000101196100727004,Lower secondary diploma
000101196100727005,Lower secondary diploma
000101196100728001,Upper secondary diploma
000101196100728002,Technical higher school
000101196100728003,Upper secondary diploma
000101196100728004,Upper secondary diploma
000101196100729001,Lower secondary diploma
000101196100729002,Lower secondary diploma
000101196100729003,
000101196100730001,Lower secondary diploma
000101196100730002,Lower secondary diploma
000101196100730003,Lower secondary diploma
000101196100730004,Primary
000101196100731001,Lower secondary diploma
000101196100731002,Lower secondary diploma
000101196100731003,Lower secondary diploma
000101196100731004,Lower secondary diploma
000101196100731005,Upper secondary diploma
000101196100731006,Lower secondary diploma
000101196100732001,Lower secondary diploma
000101196100732002,Lower secondary diploma
000101196100732003,Upper secondary diploma
000101196100732004,Upper secondary diploma
000101196100732005,Upper secondary diploma
000101196100732006,
000101196100733001,Non-standard curriculum
000101196100733002,Non-standard curriculum
000101196100733003,Lower secondary diploma
000101196100734001,Lower secondary diploma
000101196100734002,Lower secondary diploma
000101196100734003,Primary
000101196100734004,
000101196100735001,Primary
000101196100735002,Primary
000101196100735003,Lower secondary diploma
000101196100735004,Lower secondary diploma
000101196100735005,
000101196100736001,Primary
000101196100736002,Primary
000101196100736003,Upper secondary diploma
000101196100736004,Lower secondary diploma
000101196100736005,Primary
000101196100737001,Lower secondary diploma
000101196100737002,Upper secondary diploma
000101196100737003,Lower secondary diploma
000101196100737004,Primary
000101196100738001,Upper secondary diploma
000101196100738002,Lower secondary diploma
000101196100738003,
000101196100739001,Primary
000101196100739002,Non-standard curriculum
000101196100739003,
000101196100739004,Upper secondary diploma
000101196100739005,Lower secondary diploma
000101196100739006,Upper secondary diploma
000101196100739007,Lower secondary diploma
000101196100739008,
000101196100751001,Primary
000101196100751002,Lower secondary diploma
000101196100751003,Primary
000101196100751004,Upper secondary diploma
000101196100751005,Lower secondary diploma
000103050300201001,Upper secondary diploma
000103050300201002,Upper secondary diploma
000103050300201003,Primary
000103050300202001,Lower secondary diploma
000103050300202002,Lower secondary diploma
000103050300202003,Upper secondary diploma
000103050300202004,Upper secondary diploma
000103050300202005,Upper secondary diploma
000103050300202006,Primary
000103050300203001,College University or higher
000103050300203002,Upper secondary diploma
000103050300203003,Primary
000103050300203004,
000103050300204001,College University or higher
000103050300204002,Primary
000103050300204003,College University or higher
000103050300204004,College University or higher
000103050300204005,Upper secondary diploma
000103050300204006,Lower secondary diploma
000103050300204007,
000103050300205001,Upper secondary diploma
000103050300205002,Lower secondary diploma
000103050300205003,Upper secondary diploma
000103050300205004,Upper secondary diploma
000103050300206001,College University or higher
000103050300206002,College University or higher
000103050300207001,Upper secondary diploma
000103050300209001,Upper secondary diploma
000103050300209002,Upper secondary diploma
000103050300209003,Primary
000103050300209004,Lower secondary diploma
000103050300209005,Primary
000103050300209006,Primary
000103050300210001,Lower secondary diploma
000103050300210002,Upper secondary diploma
000103050300210003,Primary
000103050300210004,Primary
000103050300211001,Lower secondary diploma
000103050300211002,Technical higher school
000103050300211003,Upper secondary diploma
000103050300211004,Lower secondary diploma
000103050300212001,Primary
000103050300213001,Upper secondary diploma
000103050300213002,Upper secondary diploma
000103050300213003,Primary
000103050300213004,
000103050300214001,Lower secondary diploma
000103050300214002,Primary
000103050300214003,Technical higher school
000103050300214004,
000103050300215001,Lower secondary diploma
000103050300215002,Lower secondary diploma
000103050300215003,Primary
000103050300215004,Primary
000103050300216001,Technical higher school
000103050300216002,Technical higher school
000103050300216003,Upper secondary diploma
000103050300216004,Lower secondary diploma
000103050300217001,Lower secondary diploma
000103050300217002,Lower secondary diploma
000103050300217003,Lower secondary diploma
000103050300218001,Upper secondary diploma
000103050300218002,Upper secondary diploma
000103050300219001,Upper secondary diploma
000103050300220001,Lower secondary diploma
000103050300220002,Upper secondary diploma
000103050300220003,Lower secondary diploma
000103050300221001,Upper secondary diploma
000103050300221002,College University or higher
000103050300221003,College University or higher
000103050300223001,Technical higher school
000103050300223002,College University or higher
000103050300223003,Lower secondary diploma
000103050300223004,
000103050300224001,Technical higher school
000103050300224002,College University or higher
000103050300224003,Lower secondary diploma
000103050300224004,Primary
000103050300225001,Upper secondary diploma
000103050300225002,Upper secondary diploma
000103050300225003,
000103050300226001,Upper secondary diploma
000103050300226002,Upper secondary diploma
000103050300227001,Upper secondary diploma
000103050300227002,Upper secondary diploma
000103050300227003,College University or higher
000103050300227004,
000103050300236001,Upper secondary diploma
000103050300236002,Upper secondary diploma
000103050300236003,Lower secondary diploma
000103050300236004,Lower secondary diploma
000103050300236005,Lower secondary diploma
000103050300249001,Primary
000103114900701001,Lower secondary diploma
000103114900701002,Primary
000103114900702001,
000103114900702002,Lower secondary diploma
000103114900702003,Primary
000103114900702004,
000103114900703001,
000103114900704001,Primary
000103114900704002,Primary
000103114900705001,Lower secondary diploma
000103114900705002,Upper secondary diploma
000103114900705003,Preschool
000103114900706001,Lower secondary diploma
000103114900706002,Lower secondary diploma
000103114900706003,Preschool
000103114900706004,
000103114900707001,Upper secondary diploma
000103114900707002,Lower secondary diploma
000103114900707003,Lower secondary diploma
000103114900707004,Primary
000103114900708001,Technical higher school
000103114900708002,Lower secondary diploma
000103114900708003,Lower secondary diploma
000103114900708004,Lower secondary diploma
000103114900708005,Preschool
000103114900709001,
000103114900710001,Lower secondary diploma
000103114900710002,Lower secondary diploma
000103114900711001,Primary
000103114900711002,
000103114900712001,Primary
000103114900712002,Lower secondary diploma
000103114900713001,
000103114900714001,Upper secondary diploma
000103114900714002,Lower secondary diploma
000103114900714003,Primary
000103114900714004,Primary
000103114900715001,Primary
000103114900716001,Lower secondary diploma
000103114900716002,Lower secondary diploma
000103114900716003,
000103114900716004,Lower secondary diploma
000103114900716005,Preschool
000103114900717001,Primary
000103114900717002,Primary
000103114900717003,Upper secondary diploma
000103114900717004,College University or higher
000103114900717005,
000103114900718001,Primary
000103114900718002,Lower secondary diploma
000103114900718003,Upper secondary diploma
000103114900718004,Upper secondary diploma
000103114900719001,Primary
000103114900719002,Lower secondary diploma
000103114900720001,Upper secondary diploma
000103114900720002,Lower secondary diploma
000103114900720003,Lower secondary diploma
000103114900720004,Lower secondary diploma
000103114900720005,Primary
000103114900721001,Upper secondary diploma
000103114900721002,Primary
000103114900721003,Upper secondary diploma
000103114900721004,Lower secondary diploma
000103114900721005,Upper secondary diploma
000103114900722001,Primary
000103114900722002,Upper secondary diploma
000103114900723001,Lower secondary diploma
000103114900723002,Lower secondary diploma
000103114900723003,Upper secondary diploma
000103114900723004,Upper secondary diploma
000103114900723005,Upper secondary diploma
000103114900724001,Primary
000103114900724002,Primary
000103114900725001,
000103114900725002,
000103114900725003,Lower secondary diploma
000103114900725004,Upper secondary diploma
000103114900725005,Lower secondary diploma
000103114900725006,Primary
000103114900726001,Lower secondary diploma
000103114900726002,Technical higher school
000103114900726003,Upper secondary diploma
000103114900726004,Upper secondary diploma
000103114900726005,Lower secondary diploma
000103114900727001,Lower secondary diploma
000103114900727002,Upper secondary diploma
000103114900728001,Upper secondary diploma
000103114900728002,Lower secondary diploma
000103114900728003,Upper secondary diploma
000103114900729001,Lower secondary diploma
000103114900729002,Lower secondary diploma
000103114900729003,
000103114900730001,College University or higher
000103114900730002,Lower secondary diploma
000103114900730003,Primary
000103114900730004,
000103114900731001,Primary
000103114900731002,Primary
000103114900731003,Lower secondary diploma
000103114900731004,Lower secondary diploma
000103114900731005,Primary
000103114900732001,Lower secondary diploma
000103114900732002,Upper secondary diploma
000103114900732003,Lower secondary diploma
000103114900732004,Primary
000103114900732005,Primary
000103114900733001,Upper secondary diploma
000103114900733002,College University or higher
000103114900733003,Upper secondary diploma
000103114900733004,Upper secondary diploma
000103114900733005,Lower secondary diploma
000103114900734001,Lower secondary diploma
000103114900734002,Upper secondary diploma
000103114900734003,Lower secondary diploma
000103114900734004,Primary
000103114900734005,Primary
000103114900734006,
000103114900735001,Lower secondary diploma
000103114900735002,Lower secondary diploma
000103114900735003,Primary
000103114900736001,Lower secondary diploma
000103114900736002,Lower secondary diploma
000103114900736003,Lower secondary diploma
000103114900736004,Primary
000103114900737001,Primary
000103114900738001,Lower secondary diploma
000103114900738002,Lower secondary diploma
000103114900738003,Preschool
000103171501501001,Lower secondary diploma
000103171501501002,Lower secondary diploma
000103171501501003,Upper secondary diploma
000103171501501004,Upper secondary diploma
000103171501501005,Upper secondary diploma
000103171501502001,Lower secondary diploma
000103171501502002,Lower secondary diploma
000103171501502003,Lower secondary diploma
000103171501502004,Primary
000103171501502005,Primary
000103171501502006,Primary
000103171501503001,Lower secondary diploma
000103171501503002,Lower secondary diploma
000103171501503003,Lower secondary diploma
000103171501503004,Lower secondary diploma
000103171501503005,Primary
000103171501504001,Lower secondary diploma
000103171501504002,Lower secondary diploma
000103171501504003,Lower secondary diploma
000103171501504004,Lower secondary diploma
000103171501504005,Primary
000103171501505001,Lower secondary diploma
000103171501505002,Lower secondary diploma
000103171501505003,
000103171501506001,Lower secondary diploma
000103171501506002,College University or higher
000103171501506003,Upper secondary diploma
000103171501506004,Lower secondary diploma
000103171501506005,Upper secondary diploma
000103171501507001,Lower secondary diploma
000103171501507002,Lower secondary diploma
000103171501507003,Upper secondary diploma
000103171501507004,Primary
000103171501508001,Lower secondary diploma
000103171501508002,Lower secondary diploma
000103171501508003,Upper secondary diploma
000103171501508004,Lower secondary diploma
000103171501508005,Lower secondary diploma
000103171501509001,Lower secondary diploma
000103171501509002,Lower secondary diploma
000103171501509003,
000103171501510001,Upper secondary diploma
000103171501510002,Lower secondary diploma
000103171501510003,
000103171501511001,Lower secondary diploma
000103171501511002,Lower secondary diploma
000103171501511003,Lower secondary diploma
